Nome: CAMPO GRANDE
Codigo Estacao: A702
Latitude: -20.44722221
Longitude: -54.72249999
Altitude: 528.47
Situacao: Operante
Data Inicial: 2001-09-09
Data Final: 2025-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);
2001-09-09;null;null;null;
2001-09-10;null;null;null;
2001-09-11;null;null;null;
2001-09-12;null;31.9;15.9;
2001-09-13;0;32.9;21.3;
2001-09-14;15.4;30;19.1;
2001-09-15;.4;25.4;17.2;
2001-09-16;0;21.5;12.4;
2001-09-17;0;23;7;
2001-09-18;0;27.3;11.9;
2001-09-19;0;32.1;16.4;
2001-09-20;0;34.4;21.1;
2001-09-21;0;27.3;21;
2001-09-22;32.8;28.6;16.4;
2001-09-23;0;32.2;18.9;
2001-09-24;0;33.5;22.4;
2001-09-25;18.4;27.4;17.7;
2001-09-26;66.8;21.3;17.6;
2001-09-27;35.2;28.2;17.4;
2001-09-28;0;32.6;21.3;
2001-09-29;0;33.8;21.5;
2001-09-30;0;31.6;23.6;
2001-10-01;0;31.1;23.1;
2001-10-02;26.6;25.7;15.8;
2001-10-03;1.4;27.9;12.8;
2001-10-04;.2;30.9;15.9;
2001-10-05;.4;24.2;19.2;
2001-10-06;8;31.3;18.2;
2001-10-07;0;31.6;23.3;
2001-10-08;0;29.5;23.8;
2001-10-09;0;28.8;19.3;
2001-10-10;0;28.4;20;
2001-10-11;2;31.4;20.1;
2001-10-12;.8;32.7;18.7;
2001-10-13;0;32.5;21.4;
2001-10-14;3.2;25.7;19.7;
2001-10-15;.2;30.6;18.2;
2001-10-16;0;30.1;19.5;
2001-10-17;10.6;29.8;20.4;
2001-10-18;.4;31.8;19.6;
2001-10-19;3.4;27.7;18.5;
2001-10-20;0;29.2;18.8;
2001-10-21;40.4;25.6;17.3;
2001-10-22;2.4;28.1;16.8;
2001-10-23;0;30.7;15.8;
2001-10-24;0;32.7;20.3;
2001-10-25;0;34.1;22;
2001-10-26;0;35;21.5;
2001-10-27;0;33.5;23.2;
2001-10-28;0;34.2;22.8;
2001-10-29;0;32.5;22.7;
2001-10-30;0;25.1;20.9;
2001-10-31;0;30.7;19.6;
2001-11-01;0;32.6;19.9;
2001-11-02;0;32.4;20.4;
2001-11-03;20.8;22.6;18.6;
2001-11-04;8.6;23.3;18.8;
2001-11-05;1.6;29.7;17.4;
2001-11-06;0;32;21.6;
2001-11-07;0;32.9;22.8;
2001-11-08;.2;28.4;20.9;
2001-11-09;0;31.7;19.8;
2001-11-10;2.8;32.3;21.3;
2001-11-11;0;29.1;23.8;
2001-11-12;40;27.3;18.8;
2001-11-13;51.8;22.5;19.1;
2001-11-14;null;30.4;18.6;
2001-11-15;31;27.6;18.9;
2001-11-16;0;29.3;21.5;
2001-11-17;0;31.4;20.8;
2001-11-18;1.2;31.9;21.5;
2001-11-19;1.6;31.6;21;
2001-11-20;3.6;32.5;19.4;
2001-11-21;null;33.1;21.4;
2001-11-22;38.6;31.7;20;
2001-11-23;0;32.2;21.8;
2001-11-24;null;31.5;23.3;
2001-11-25;1.6;33.8;21.5;
2001-11-26;0;33.1;21.6;
2001-11-27;17;30.6;21.1;
2001-11-28;11.8;29;20.9;
2001-11-29;null;29.6;21.8;
2001-11-30;42.6;27.1;20.3;
2001-12-01;0;26.3;12.4;
2001-12-02;0;30.2;13.9;
2001-12-03;0;29.9;18.9;
2001-12-04;0;26;22.3;
2001-12-05;27.6;24.1;18.9;
2001-12-06;0;29.4;20;
2001-12-07;null;31.9;20.7;
2001-12-08;0;32.1;21.4;
2001-12-09;1.2;29.1;20.4;
2001-12-10;null;30.6;21.1;
2001-12-11;31;24;20.4;
2001-12-12;33.2;27.7;20.2;
2001-12-13;1.4;27.5;21.4;
2001-12-14;4.4;29.1;21.2;
2001-12-15;.2;30.3;20.5;
2001-12-16;11;30.4;19.9;
2001-12-17;0;30.9;20.3;
2001-12-18;0;30.8;18.4;
2001-12-19;0;32;19.4;
2001-12-20;0;31.8;21.8;
2001-12-21;.8;31;22.3;
2001-12-22;22.2;26.8;19.8;
2001-12-23;7;29.3;19.1;
2001-12-24;0;31.5;19;
2001-12-25;0;31.8;20.8;
2001-12-26;0;30.9;22.6;
2001-12-27;5;29.9;20.8;
2001-12-28;30;26.1;19.7;
2001-12-29;1;30.6;20.7;
2001-12-30;.2;29.7;22;
2001-12-31;33.4;25.6;20.9;
2002-01-01;1.8;30.7;20.7;
2002-01-02;0;31.4;20.7;
2002-01-03;0;31.7;19.3;
2002-01-04;0;32.8;19.9;
2002-01-05;0;32.2;19.3;
2002-01-06;0;31.1;21.1;
2002-01-07;1;31.6;21.1;
2002-01-08;0;33.3;21;
2002-01-09;0;32.6;20.4;
2002-01-10;0;28.5;22.2;
2002-01-11;null;null;20.1;
2002-01-12;null;27;20.8;
2002-01-13;25;30.3;21.3;
2002-01-14;3.2;29.5;22.4;
2002-01-15;16.6;30.9;20;
2002-01-16;0;30.5;19.5;
2002-01-17;0;30.7;18;
2002-01-18;0;30.5;18.3;
2002-01-19;0;32.5;15.7;
2002-01-20;0;32.9;22.4;
2002-01-21;.4;30.4;21.7;
2002-01-22;null;30.1;22.8;
2002-01-23;22.2;31.7;20.1;
2002-01-24;0;32.1;21.3;
2002-01-25;0;33;22.9;
2002-01-26;0;33.1;23.1;
2002-01-27;0;32.9;22;
2002-01-28;0;32;24.3;
2002-01-29;null;31.4;22.5;
2002-01-30;0;32.5;22.3;
2002-01-31;null;32.8;21.1;
2002-02-01;0;30.3;22.9;
2002-02-02;1.2;29;21.9;
2002-02-03;0;32.2;19.1;
2002-02-04;0;33.7;19.7;
2002-02-05;0;33.8;20.9;
2002-02-06;0;33.2;21;
2002-02-07;18.2;29.6;18.4;
2002-02-08;.6;29.7;19.8;
2002-02-09;0;30.1;20.2;
2002-02-10;2.4;33.7;20.6;
2002-02-11;0;34;23.4;
2002-02-12;6.4;30;21.6;
2002-02-13;.4;31.5;21.1;
2002-02-14;24.4;29.9;19.6;
2002-02-15;2.4;29.7;20.9;
2002-02-16;6.8;30.7;20.8;
2002-02-17;null;null;null;
2002-02-18;null;null;null;
2002-02-19;null;null;null;
2002-02-20;null;null;null;
2002-02-21;null;null;null;
2002-02-22;null;null;null;
2002-02-23;null;null;null;
2002-02-24;null;null;null;
2002-02-25;null;null;null;
2002-02-26;null;31.4;22;
2002-02-27;32.4;27.2;20.5;
2002-02-28;2.6;30.3;21.5;
2002-03-01;0;30.3;21.1;
2002-03-02;0;31.9;19.6;
2002-03-03;4.8;33.1;20.7;
2002-03-04;6.8;34.4;22.1;
2002-03-05;.6;32.4;22.8;
2002-03-06;0;31.3;21.5;
2002-03-07;0;31.8;20.9;
2002-03-08;0;32.4;21.2;
2002-03-09;0;33.8;21.3;
2002-03-10;6;34.3;22.1;
2002-03-11;4;33.3;21.3;
2002-03-12;3;31.4;22;
2002-03-13;0;32.6;20.4;
2002-03-14;0;33.4;21.2;
2002-03-15;0;33.5;21.3;
2002-03-16;.4;33.7;22;
2002-03-17;0;34.1;22.6;
2002-03-18;.2;32.2;23.4;
2002-03-19;0;31.2;22.4;
2002-03-20;.4;30.1;20.7;
2002-03-21;0;32.4;20.7;
2002-03-22;32.8;30.1;21;
2002-03-23;1.4;25.7;21.5;
2002-03-24;20.4;28.8;21.9;
2002-03-25;4.2;31.3;20.9;
2002-03-26;.2;31.5;22.3;
2002-03-27;13.4;32.8;22.4;
2002-03-28;.2;30.8;20.8;
2002-03-29;0;31.9;22.3;
2002-03-30;.4;32.2;22.6;
2002-03-31;null;null;null;
2002-04-01;null;30.1;null;
2002-04-02;0;31.9;19.8;
2002-04-03;30.2;33.6;21.4;
2002-04-04;0;33.7;20.5;
2002-04-05;0;33.4;20;
2002-04-06;0;33;23.1;
2002-04-07;0;33.1;21.4;
2002-04-08;1.2;33.7;20.4;
2002-04-09;0;32.7;22.9;
2002-04-10;13.4;32;21;
2002-04-11;0;32.6;21;
2002-04-12;0;33.7;20.9;
2002-04-13;0;34.3;22.2;
2002-04-14;0;33.7;19.5;
2002-04-15;0;33.7;20.8;
2002-04-16;.6;32.9;21;
2002-04-17;null;31.1;21.2;
2002-04-18;.2;31.9;18.8;
2002-04-19;0;34.1;20.4;
2002-04-20;0;32.5;22.2;
2002-04-21;1;33.1;19.3;
2002-04-22;0;33.3;21.6;
2002-04-23;0;31.4;22.5;
2002-04-24;.4;32.6;20;
2002-04-25;0;32.7;17.7;
2002-04-26;0;33.3;18.9;
2002-04-27;0;34.1;19.7;
2002-04-28;0;33.7;19.7;
2002-04-29;0;32;19.4;
2002-04-30;1.2;27.8;19.8;
2002-05-01;0;30.8;17.9;
2002-05-02;0;31.8;20.5;
2002-05-03;null;31.4;20.5;
2002-05-04;0;31.2;20.5;
2002-05-05;3.6;31.2;20.6;
2002-05-06;.2;29.9;19;
2002-05-07;0;31.3;19.8;
2002-05-08;0;31.5;19.9;
2002-05-09;35.2;28.7;17.4;
2002-05-10;0;30.7;19.8;
2002-05-11;1.8;31.6;20;
2002-05-12;0;32;22.1;
2002-05-13;0;31.9;21.3;
2002-05-14;null;null;null;
2002-05-15;0;31.1;23;
2002-05-16;0;29.7;21.3;
2002-05-17;0;31.2;21;
2002-05-18;0;32.2;22.3;
2002-05-19;0;31;22.4;
2002-05-20;0;29.3;19.4;
2002-05-21;30.6;20.3;16.1;
2002-05-22;0;18.8;10.2;
2002-05-23;0;24;12.3;
2002-05-24;0;25.7;14.3;
2002-05-25;0;26.5;15.1;
2002-05-26;0;28.7;17.3;
2002-05-27;0;29;18.9;
2002-05-28;0;29.6;19.4;
2002-05-29;0;28.5;17.7;
2002-05-30;0;27.1;17.9;
2002-05-31;0;27.2;18.9;
2002-06-01;0;29.5;18.9;
2002-06-02;0;30.5;18.9;
2002-06-03;0;30.5;17.8;
2002-06-04;0;30.6;19.2;
2002-06-05;0;29.8;18.5;
2002-06-06;0;30.4;18.5;
2002-06-07;0;30.8;16.8;
2002-06-08;0;31;18.4;
2002-06-09;0;31.1;17;
2002-06-10;0;31.3;16;
2002-06-11;0;30.7;17;
2002-06-12;0;23.5;14.2;
2002-06-13;.2;24.7;13.6;
2002-06-14;0;26.5;15.1;
2002-06-15;0;25.5;13.3;
2002-06-16;.2;30.6;13.8;
2002-06-17;0;30.6;19.3;
2002-06-18;0;29.5;16.6;
2002-06-19;null;null;null;
2002-06-20;null;null;null;
2002-06-21;null;30.4;17;
2002-06-22;0;27.3;14.3;
2002-06-23;0;25.2;10.8;
2002-06-24;null;null;null;
2002-06-25;null;26.9;13.2;
2002-06-26;0;29.7;17.3;
2002-06-27;0;30.5;18;
2002-06-28;0;30.5;17.8;
2002-06-29;0;31.4;19.6;
2002-06-30;0;31.7;18.7;
2002-07-01;0;31.4;19.8;
2002-07-02;null;30.9;19.8;
2002-07-03;0;30;18.1;
2002-07-04;0;29.6;18.8;
2002-07-05;0;27;18.5;
2002-07-06;null;null;null;
2002-07-07;null;null;null;
2002-07-08;null;19.7;5;
2002-07-09;0;25.7;8.7;
2002-07-10;null;26.6;12.9;
2002-07-11;0;29.2;15.7;
2002-07-12;0;23.3;14.8;
2002-07-13;null;24;10.4;
2002-07-14;0;27.1;10.7;
2002-07-15;null;null;null;
2002-07-16;null;null;null;
2002-07-17;null;null;null;
2002-07-18;null;25.9;16;
2002-07-19;0;26.8;14.3;
2002-07-20;0;30.8;16.9;
2002-07-21;7.2;27.2;18.5;
2002-07-22;79.4;22.6;14.9;
2002-07-23;29.6;29.8;15.3;
2002-07-24;0;32.1;21.1;
2002-07-25;0;33.5;20.4;
2002-07-26;0;31.5;18.2;
2002-07-27;0;24.9;15.9;
2002-07-28;null;null;null;
2002-07-29;null;null;null;
2002-07-30;null;32;20.7;
2002-07-31;0;30.3;19.2;
2002-08-01;9.2;25.4;18.9;
2002-08-02;1;16.8;13.6;
2002-08-03;.2;22.6;9.9;
2002-08-04;null;30.4;10.9;
2002-08-05;0;30.6;20.5;
2002-08-06;0;32.3;17.2;
2002-08-07;null;34.5;20;
2002-08-08;null;33.8;20.1;
2002-08-09;0;30.3;18.8;
2002-08-10;0;30.7;14.2;
2002-08-11;0;33.5;15.6;
2002-08-12;0;33.6;21.2;
2002-08-13;0;33.9;21.6;
2002-08-14;0;33.3;19.6;
2002-08-15;0;33.4;18.8;
2002-08-16;0;33.8;20.7;
2002-08-17;0;34;22.3;
2002-08-18;0;33.9;23.1;
2002-08-19;0;33.2;23;
2002-08-20;0;31.9;23;
2002-08-21;null;null;22;
2002-08-22;null;32.7;null;
2002-08-23;0;34.2;20.4;
2002-08-24;0;34.6;21;
2002-08-25;0;35.1;23.1;
2002-08-26;0;34.3;23;
2002-08-27;0;34;21;
2002-08-28;0;32.1;22.1;
2002-08-29;.2;28.6;21.5;
2002-08-30;16.8;23.2;14.5;
2002-08-31;0;20.6;14.6;
2002-09-01;.2;17.2;8.5;
2002-09-02;0;20.3;4;
2002-09-03;0;27.4;4.7;
2002-09-04;0;30.6;13.8;
2002-09-05;0;32.7;20.6;
2002-09-06;null;32.2;23.4;
2002-09-07;2;27.6;15.3;
2002-09-08;null;null;null;
2002-09-09;null;null;null;
2002-09-10;null;null;null;
2002-09-11;null;null;null;
2002-09-12;null;null;null;
2002-09-13;1.4;23.5;19.6;
2002-09-14;.6;30.4;19.9;
2002-09-15;.8;32.1;20.2;
2002-09-16;.4;29.9;19.4;
2002-09-17;0;33.2;21.7;
2002-09-18;0;30.9;21.5;
2002-09-19;3.6;32.9;20.1;
2002-09-20;2;28.1;21.5;
2002-09-21;1.8;24.6;12.2;
2002-09-22;null;null;null;
2002-09-23;null;23;14.2;
2002-09-24;37;26.2;14.2;
2002-09-25;.2;28;13.1;
2002-09-26;0;30.7;14.3;
2002-09-27;0;33.2;18;
2002-09-28;0;34.7;22.5;
2002-09-29;0;35.6;23.2;
2002-09-30;0;34;23.7;
2002-10-01;9.6;31.4;20.8;
2002-10-02;31.4;null;20.2;
2002-10-03;null;33.5;null;
2002-10-04;0;34.2;21.8;
2002-10-05;0;35.2;23.8;
2002-10-06;0;36;22.5;
2002-10-07;null;null;null;
2002-10-08;null;null;null;
2002-10-09;null;34.3;20.6;
2002-10-10;0;33.2;23.7;
2002-10-11;0;33.7;21.2;
2002-10-12;0;35.4;21;
2002-10-13;.2;26.3;21.6;
2002-10-14;null;33.3;null;
2002-10-15;0;35.6;20.1;
2002-10-16;0;35.2;22.2;
2002-10-17;10.6;30.2;19.9;
2002-10-18;3.2;31.2;21;
2002-10-19;0;33.9;23;
2002-10-20;1.8;35.5;20.9;
2002-10-21;0;32.2;22.7;
2002-10-22;23.6;23.7;17.3;
2002-10-23;.4;33.2;18.3;
2002-10-24;0;36.6;24;
2002-10-25;0;31.5;22.8;
2002-10-26;0;35.9;20.9;
2002-10-27;0;34.8;21.7;
2002-10-28;12;33.6;22.1;
2002-10-29;0;32.6;21;
2002-10-30;2.8;26.7;20.2;
2002-10-31;3.2;24.5;20.6;
2002-11-01;0;29.8;19.3;
2002-11-02;0;33.8;20;
2002-11-03;0;34.5;24.5;
2002-11-04;51.6;29.7;18.5;
2002-11-05;6.4;25.1;17.8;
2002-11-06;0;28.7;18.8;
2002-11-07;0;29.6;16.4;
2002-11-08;0;32.6;18.2;
2002-11-09;0;33.5;22.3;
2002-11-10;2.2;28.9;22.6;
2002-11-11;36.8;22.7;16.5;
2002-11-12;0;30.8;16.9;
2002-11-13;0;32.5;21.8;
2002-11-14;.8;32.3;19.2;
2002-11-15;null;30.3;19.1;
2002-11-16;null;null;null;
2002-11-17;null;null;null;
2002-11-18;null;33.7;25.1;
2002-11-19;null;null;null;
2002-11-20;null;34.2;null;
2002-11-21;0;32.5;25.6;
2002-11-22;6.6;31.2;19.9;
2002-11-23;null;34.1;22.8;
2002-11-24;0;32.5;22.2;
2002-11-25;null;32.8;24;
2002-11-26;null;34.1;24.9;
2002-11-27;0;34.7;25.6;
2002-11-28;0;28.3;23.8;
2002-11-29;null;28.4;23.2;
2002-11-30;null;33;21.9;
2002-12-01;.4;34.2;23.1;
2002-12-02;0;29.2;25.7;
2002-12-03;null;27.4;21.1;
2002-12-04;0;32.2;22.2;
2002-12-05;null;33.4;23.2;
2002-12-06;null;33.5;23.1;
2002-12-07;0;33;23.9;
2002-12-08;1;31.8;21.4;
2002-12-09;0;32.6;22.2;
2002-12-10;0;31.5;22.9;
2002-12-11;.6;32;22.6;
2002-12-12;0;33.5;20.6;
2002-12-13;null;null;null;
2002-12-14;null;31.7;null;
2002-12-15;null;29.9;20;
2002-12-16;null;30.3;21.6;
2002-12-17;null;33.4;22.6;
2002-12-18;0;34.9;21.9;
2002-12-19;null;null;null;
2002-12-20;null;null;null;
2002-12-21;null;null;null;
2002-12-22;null;34.3;null;
2002-12-23;0;34.1;24.4;
2002-12-24;0;33.8;24.3;
2002-12-25;0;32;21.1;
2002-12-26;0;35;21.6;
2002-12-27;0;32.6;22.2;
2002-12-28;12.8;34.4;19.8;
2002-12-29;null;35.2;23.6;
2002-12-30;null;34.8;20.7;
2002-12-31;null;33.9;23;
2003-01-01;.4;34.4;21.6;
2003-01-02;null;32.6;22.6;
2003-01-03;null;30.1;22.1;
2003-01-04;12.2;25.1;22.3;
2003-01-05;79;27.4;21.4;
2003-01-06;29.2;24.9;21.1;
2003-01-07;null;31.9;20.2;
2003-01-08;0;33.1;20.3;
2003-01-09;.8;31.7;23.5;
2003-01-10;null;null;null;
2003-01-11;null;null;null;
2003-01-12;null;null;null;
2003-01-13;null;null;null;
2003-01-14;1.4;28.9;21.8;
2003-01-15;10.8;30.7;22.1;
2003-01-16;0;33;22.2;
2003-01-17;35.8;29;21.7;
2003-01-18;.2;29.4;23.4;
2003-01-19;3.4;30.7;22;
2003-01-20;null;29.3;null;
2003-01-21;null;28.9;23;
2003-01-22;.2;28.7;22.7;
2003-01-23;5.4;24.8;22.1;
2003-01-24;27;26.9;21.4;
2003-01-25;3;27.9;21.5;
2003-01-26;3.4;26.8;20.8;
2003-01-27;14.6;25.7;20.8;
2003-01-28;24;30.5;19.2;
2003-01-29;3.6;31.1;19.2;
2003-01-30;0;31.6;20.8;
2003-01-31;0;31.4;20.9;
2003-02-01;17.8;27.6;20.4;
2003-02-02;null;31.9;20.6;
2003-02-03;23.2;31.5;20.7;
2003-02-04;7.2;30.7;19.8;
2003-02-05;.2;29.8;21.1;
2003-02-06;0;33.1;21.4;
2003-02-07;0;32.2;23;
2003-02-08;10.6;30;20.9;
2003-02-09;28.8;31.3;20.6;
2003-02-10;null;null;null;
2003-02-11;null;null;null;
2003-02-12;null;null;null;
2003-02-13;null;null;null;
2003-02-14;null;null;null;
2003-02-15;null;null;null;
2003-02-16;null;null;null;
2003-02-17;null;null;null;
2003-02-18;null;null;null;
2003-02-19;null;null;null;
2003-02-20;null;null;null;
2003-02-21;null;null;null;
2003-02-22;null;null;null;
2003-02-23;null;null;null;
2003-02-24;null;null;null;
2003-02-25;null;null;null;
2003-02-26;null;null;null;
2003-02-27;null;null;null;
2003-02-28;null;null;null;
2003-03-01;null;null;null;
2003-03-02;null;null;null;
2003-03-03;null;null;null;
2003-03-04;null;null;null;
2003-03-05;null;null;null;
2003-03-06;null;null;null;
2003-03-07;null;31.8;22.6;
2003-03-08;22.2;31;21;
2003-03-09;19;31;22;
2003-03-10;0;29.1;21.2;
2003-03-11;8.8;25.3;21.3;
2003-03-12;32.4;25.4;19.5;
2003-03-13;null;31;21.3;
2003-03-14;0;30.8;21.8;
2003-03-15;0;33.1;21.6;
2003-03-16;0;30.8;22;
2003-03-17;0;30.6;21.2;
2003-03-18;1.4;30.2;19.7;
2003-03-19;23.4;27.6;20.6;
2003-03-20;null;30.5;21.1;
2003-03-21;1.2;28.4;20.6;
2003-03-22;0;29;15.4;
2003-03-23;.2;31;18.2;
2003-03-24;0;31.6;21.9;
2003-03-25;29.6;28;20.7;
2003-03-26;.2;24.3;20.7;
2003-03-27;7.6;27.8;19.4;
2003-03-28;0;30.3;20.1;
2003-03-29;0;31.3;21.5;
2003-03-30;0;31.8;19.6;
2003-03-31;0;32;21;
2003-04-01;12.4;30.1;21.8;
2003-04-02;0;31.5;20.2;
2003-04-03;.4;29.9;20.7;
2003-04-04;12;25.4;21.3;
2003-04-05;25.6;25.4;19.5;
2003-04-06;37.4;21.5;19;
2003-04-07;10.2;27.1;16.6;
2003-04-08;0;29.9;19;
2003-04-09;.6;29.8;21.4;
2003-04-10;0;27.5;19.7;
2003-04-11;.6;26;18.8;
2003-04-12;null;null;null;
2003-04-13;null;26.3;10;
2003-04-14;0;28.3;14.1;
2003-04-15;0;30.6;13.8;
2003-04-16;null;31.6;17.9;
2003-04-17;0;30.7;20.4;
2003-04-18;0;29.4;22.6;
2003-04-19;6.4;25.1;21.8;
2003-04-20;33.6;25.2;14.3;
2003-04-21;0;30.6;16.6;
2003-04-22;0;31.8;21.8;
2003-04-23;0;32;21.6;
2003-04-24;0;32.2;21.3;
2003-04-25;0;31.6;21.8;
2003-04-26;0;31.8;20.9;
2003-04-27;0;32;21.5;
2003-04-28;0;31.9;19.9;
2003-04-29;0;32.4;21.1;
2003-04-30;0;32.1;21.2;
2003-05-01;0;31.4;19.9;
2003-05-02;null;null;20.5;
2003-05-03;7.2;25.9;12.5;
2003-05-04;0;27.2;15.2;
2003-05-05;22.2;21.4;16.9;
2003-05-06;.2;21.9;12.1;
2003-05-07;0;22.1;8.6;
2003-05-08;0;23.1;7.4;
2003-05-09;0;24.5;10;
2003-05-10;0;23.6;12.8;
2003-05-11;0;29.7;14.3;
2003-05-12;null;29.6;18.3;
2003-05-13;0;28;17.1;
2003-05-14;0;28.9;17.8;
2003-05-15;0;30.7;18.6;
2003-05-16;0;30.9;19.4;
2003-05-17;0;30.4;20.2;
2003-05-18;0;30.6;20.6;
2003-05-19;0;27.7;18.5;
2003-05-20;0;29.1;17.2;
2003-05-21;0;29.7;19.1;
2003-05-22;0;30.1;20.2;
2003-05-23;5.4;25.4;21.1;
2003-05-24;27.2;22.2;13.8;
2003-05-25;0;24.3;10.7;
2003-05-26;0;27.8;12.1;
2003-05-27;0;22.2;17.2;
2003-05-28;0;26.4;15.9;
2003-05-29;0;27.1;15.6;
2003-05-30;0;29.6;16.5;
2003-05-31;0;30.1;18.2;
2003-06-01;null;29.5;17.8;
2003-06-02;0;29.4;18.7;
2003-06-03;0;27.9;20.3;
2003-06-04;30.6;19.5;14.7;
2003-06-05;null;24.7;14.5;
2003-06-06;null;28.9;18.7;
2003-06-07;0;29.9;18.3;
2003-06-08;0;25.6;19.7;
2003-06-09;0;28.6;17.6;
2003-06-10;0;29;17.1;
2003-06-11;0;29;17.4;
2003-06-12;0;28.8;18.1;
2003-06-13;0;29.4;17.3;
2003-06-14;0;29.4;14.6;
2003-06-15;0;29.7;18.9;
2003-06-16;0;29.7;18.6;
2003-06-17;0;28.8;16.2;
2003-06-18;0;29.2;15.1;
2003-06-19;0;27.9;14.1;
2003-06-20;0;28.6;15.2;
2003-06-21;0;28.5;17.9;
2003-06-22;0;28.5;16.2;
2003-06-23;0;28.9;16.7;
2003-06-24;0;29.4;15.9;
2003-06-25;0;29;15.8;
2003-06-26;0;29.3;15.5;
2003-06-27;0;29;15.9;
2003-06-28;0;29.6;16.2;
2003-06-29;0;28.3;18.1;
2003-06-30;0;27.4;14.9;
2003-07-01;0;28.6;16.8;
2003-07-02;0;29.2;13.8;
2003-07-03;0;28.6;15.8;
2003-07-04;0;28.4;16.3;
2003-07-05;0;28.7;13.6;
2003-07-06;0;28.8;18.7;
2003-07-07;0;29;18.2;
2003-07-08;0;29.9;18.2;
2003-07-09;0;27.1;18;
2003-07-10;null;20;16.7;
2003-07-11;22.8;17.8;8.8;
2003-07-12;0;20.9;9.3;
2003-07-13;0;24.1;11.4;
2003-07-14;0;28.6;15.1;
2003-07-15;0;29.9;18.4;
2003-07-16;0;28.4;16.8;
2003-07-17;0;28.3;15.6;
2003-07-18;0;29.4;16.9;
2003-07-19;0;30.4;15.8;
2003-07-20;0;30.6;18.6;
2003-07-21;0;31.3;18.7;
2003-07-22;0;31.2;15.2;
2003-07-23;0;32;16.8;
2003-07-24;0;31.3;19.1;
2003-07-25;0;31.1;13.8;
2003-07-26;0;30.5;14.1;
2003-07-27;0;28.9;18.2;
2003-07-28;0;28.2;17.6;
2003-07-29;0;30.5;18.3;
2003-07-30;0;30.9;15.6;
2003-07-31;0;30.4;14.8;
2003-08-01;0;31.9;15.6;
2003-08-02;0;32.3;19.6;
2003-08-03;0;32.4;21.5;
2003-08-04;0;30.9;21.6;
2003-08-05;0;31.3;21.1;
2003-08-06;2;26.1;17.9;
2003-08-07;34.6;21.9;13.1;
2003-08-08;0;27.8;13.9;
2003-08-09;44.2;21.8;15.7;
2003-08-10;0;21.5;8.5;
2003-08-11;0;24.1;8.8;
2003-08-12;0;28;13.7;
2003-08-13;0;32.6;17.6;
2003-08-14;null;32;19.3;
2003-08-15;null;19.1;14;
2003-08-16;19.8;22.7;13.8;
2003-08-17;0;23.2;8.8;
2003-08-18;0;26.2;9.8;
2003-08-19;0;31.5;12.2;
2003-08-20;0;33.7;17.5;
2003-08-21;0;33.6;20;
2003-08-22;0;32.8;21.6;
2003-08-23;0;32.9;18.5;
2003-08-24;0;25.4;17.4;
2003-08-25;3;15.4;9.7;
2003-08-26;.2;22.3;6.5;
2003-08-27;0;22.7;8.4;
2003-08-28;0;16.8;10.6;
2003-08-29;0;20.5;6;
2003-08-30;null;null;null;
2003-08-31;null;28.1;null;
2003-09-01;0;32.1;16.3;
2003-09-02;0;33.8;19.1;
2003-09-03;0;32.1;21;
2003-09-04;null;34.4;20.6;
2003-09-05;null;34.2;22.1;
2003-09-06;0;33.9;22.6;
2003-09-07;null;null;null;
2003-09-08;null;24.7;null;
2003-09-09;null;18.7;17.2;
2003-09-10;13.2;14.3;10.3;
2003-09-11;1.4;19.3;6.3;
2003-09-12;0;26.7;9.4;
2003-09-13;0;19.1;15.5;
2003-09-14;null;27.7;null;
2003-09-15;0;29.7;18.7;
2003-09-16;7.8;26.4;17.6;
2003-09-17;0;29;15.5;
2003-09-18;0;30.9;18.4;
2003-09-19;0;null;20.2;
2003-09-20;null;36.2;null;
2003-09-21;0;35.1;24.1;
2003-09-22;0;36.4;22.4;
2003-09-23;null;null;null;
2003-09-24;null;null;null;
2003-09-25;null;null;null;
2003-09-26;null;null;null;
2003-09-27;null;null;null;
2003-09-28;null;null;null;
2003-09-29;null;null;null;
2003-09-30;null;null;null;
2003-10-01;null;null;null;
2003-10-02;null;null;null;
2003-10-03;null;null;null;
2003-10-04;null;null;null;
2003-10-05;null;null;null;
2003-10-06;null;null;null;
2003-10-07;null;null;null;
2003-10-08;null;null;null;
2003-10-09;null;null;null;
2003-10-10;null;null;null;
2003-10-11;null;null;null;
2003-10-12;null;null;null;
2003-10-13;null;null;null;
2003-10-14;null;null;null;
2003-10-15;null;null;null;
2003-10-16;null;null;null;
2003-10-17;null;null;null;
2003-10-18;null;null;null;
2003-10-19;null;null;null;
2003-10-20;null;null;null;
2003-10-21;null;null;null;
2003-10-22;null;null;null;
2003-10-23;null;null;null;
2003-10-24;null;null;null;
2003-10-25;null;null;null;
2003-10-26;null;null;null;
2003-10-27;null;null;null;
2003-10-28;null;null;null;
2003-10-29;null;null;null;
2003-10-30;null;null;null;
2003-10-31;null;null;null;
2003-11-01;null;null;null;
2003-11-02;null;null;null;
2003-11-03;null;null;null;
2003-11-04;null;null;null;
2003-11-05;null;null;null;
2003-11-06;null;null;null;
2003-11-07;null;null;null;
2003-11-08;null;null;null;
2003-11-09;null;null;null;
