Nome: CAMPO GRANDE
Codigo Estacao: A702
Latitude: -20.44722221
Longitude: -54.72249999
Altitude: 528.47
Situacao: Operante
Data Inicial: 2001-09-09
Data Final: 2025-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);
2006-12-04;4.2;26;22.7;
2006-12-05;15.8;27.8;21.2;
2006-12-06;4.8;27.6;19.8;
2006-12-07;1;29.8;21.4;
2006-12-08;5.6;26.7;22.5;
2006-12-09;31;26.9;20.9;
2006-12-10;2.8;31.5;20.5;
2006-12-11;.2;33.4;20.9;
2006-12-12;0;33.4;22.4;
2006-12-13;0;32.8;21.1;
2006-12-14;0;31.1;22.1;
2006-12-15;11.2;29.8;22.9;
2006-12-16;0;32.4;22.2;
2006-12-17;.8;32.2;23.6;
2006-12-18;0;31.1;23.3;
2006-12-19;0;30.1;23.4;
2006-12-20;1.4;31.3;23.2;
2006-12-21;.4;29.7;23.6;
2006-12-22;6.2;28.9;21.4;
2006-12-23;.4;30.1;21.5;
2006-12-24;.8;31.6;21.6;
2006-12-25;0;32.6;22.4;
2006-12-26;0;31.3;23.6;
2006-12-27;20.2;30.8;19.3;
2006-12-28;0;30.1;22;
2006-12-29;29.6;28.3;20.2;
2006-12-30;9.8;30.5;21.6;
2006-12-31;12.6;31.3;20.6;
2007-01-01;22.6;29;20;
2007-01-02;0;25.5;21.3;
2007-01-03;35.6;30.2;20.8;
2007-01-04;4;27.1;21.7;
2007-01-05;67.2;28.3;21.4;
2007-01-06;20.4;28.9;21.8;
2007-01-07;5.6;27.6;22.7;
2007-01-08;14;29.1;22.5;
2007-01-09;0;30.1;22.2;
2007-01-10;23.6;31.8;21.8;
2007-01-11;.2;32.4;23.1;
2007-01-12;0;31.6;23.2;
2007-01-13;2.6;30.5;22.8;
2007-01-14;2.8;31;22.5;
2007-01-15;13.2;29.9;22;
2007-01-16;.2;28.6;22.7;
2007-01-17;13;29.5;21.8;
2007-01-18;.6;30.8;22.5;
2007-01-19;1.6;32.4;22.3;
2007-01-20;12.8;27.7;20.1;
2007-01-21;48.8;30.3;19.8;
2007-01-22;0;31;21.4;
2007-01-23;16.4;31.5;20.6;
2007-01-24;0;32.3;21;
2007-01-25;7.8;28.7;21.8;
2007-01-26;2;28.5;21.3;
2007-01-27;26.8;30.1;22.2;
2007-01-28;15;28.1;22.1;
2007-01-29;37.4;26.5;21.7;
2007-01-30;11.2;27.6;22.1;
2007-01-31;47;29.6;19.7;
2007-02-01;4;31.5;21.8;
2007-02-02;2;32.4;22.2;
2007-02-03;15;31.4;20.3;
2007-02-04;8.2;31.8;22.1;
2007-02-05;0;30;23.5;
2007-02-06;3.6;31.3;22.6;
2007-02-07;25.8;26.7;19.2;
2007-02-08;.6;31.8;19.9;
2007-02-09;.2;30;22.8;
2007-02-10;16.2;30.6;22.4;
2007-02-11;5.4;28.6;21.2;
2007-02-12;24.8;28.6;21.5;
2007-02-13;0;30.6;19.1;
2007-02-14;0;31.2;19.5;
2007-02-15;0;31.4;20.2;
2007-02-16;0;29.6;22.3;
2007-02-17;.6;29.3;21.9;
2007-02-18;9.2;26.8;21.8;
2007-02-19;2.4;27.1;20.1;
2007-02-20;.6;27.7;20.6;
2007-02-21;6.2;29.4;21;
2007-02-22;36;31.3;21.2;
2007-02-23;16.8;31.5;21.6;
2007-02-24;5.4;32.1;21.7;
2007-02-25;0;33.1;21.7;
2007-02-26;0;33.3;19.7;
2007-02-27;.2;32.2;20.5;
2007-02-28;0;31.6;21.5;
2007-03-01;0;31.3;21.9;
2007-03-02;.8;31.8;21.8;
2007-03-03;0;33.3;21.5;
2007-03-04;0;33.8;19.9;
2007-03-05;0;34;21.2;
2007-03-06;0;33.7;21.4;
2007-03-07;2;33.2;22.3;
2007-03-08;0;34.2;21.3;
2007-03-09;0;33.2;20;
2007-03-10;0;31.7;20.3;
2007-03-11;0;32.2;20.1;
2007-03-12;.8;31.6;21.1;
2007-03-13;0;32.8;21.4;
2007-03-14;0;33.2;21.2;
2007-03-15;.2;31.1;22.1;
2007-03-16;21.2;31;19.7;
2007-03-17;0;31;21;
2007-03-18;46.8;27.1;19.5;
2007-03-19;0;27;14.8;
2007-03-20;0;28.1;14.6;
2007-03-21;0;29.9;16.3;
2007-03-22;0;29.9;18.5;
2007-03-23;0;32.7;20.6;
2007-03-24;.2;33.6;20.2;
2007-03-25;.2;33.8;22.3;
2007-03-26;0;34.3;22.8;
2007-03-27;0;34.3;23.3;
2007-03-28;0;35.2;22.3;
2007-03-29;0;35.8;21.7;
2007-03-30;0;34.4;21.3;
2007-03-31;0;35.3;20.8;
2007-04-01;0;34.4;20.3;
2007-04-02;0;34.5;20.9;
2007-04-03;0;34.7;21.8;
2007-04-04;0;35.1;21.6;
2007-04-05;0;35.5;21;
2007-04-06;0;31.3;21.2;
2007-04-07;0;30.9;20.5;
2007-04-08;13.6;28.3;18.4;
2007-04-09;0;27.9;16.7;
2007-04-10;0;30.3;16.9;
2007-04-11;0;32.5;19.2;
2007-04-12;0;32.8;20.5;
2007-04-13;7.4;30.4;20;
2007-04-14;.6;32.3;22;
2007-04-15;0;32.9;20.5;
2007-04-16;0;33.7;19.6;
2007-04-17;0;33.8;22.3;
2007-04-18;0;32.5;22.5;
2007-04-19;0;32.5;20.4;
2007-04-20;0;32;21;
2007-04-21;49.8;30.4;18.8;
2007-04-22;0;31.6;19.6;
2007-04-23;0;31.7;20.8;
2007-04-24;0;32;21.4;
2007-04-25;0;31.7;22;
2007-04-26;.4;30;21.8;
2007-04-27;10;23.1;15;
2007-04-28;0;25.4;13.1;
2007-04-29;0;29.8;17.9;
2007-04-30;0;31.8;20.6;
2007-05-01;0;32.7;21.3;
2007-05-02;0;33.9;21.1;
2007-05-03;0;33.1;20.7;
2007-05-04;0;31.5;19.7;
2007-05-05;0;31.9;19.7;
2007-05-06;0;31.8;21.4;
2007-05-07;0;31.7;19.3;
2007-05-08;0;25.1;20.3;
2007-05-09;26;19.5;8.6;
2007-05-10;0;23.2;8.5;
2007-05-11;0;28.5;13.2;
2007-05-12;0;30.2;15.6;
2007-05-13;0;30.9;16.7;
2007-05-14;null;30.3;18.1;
2007-05-15;0;31.8;20;
2007-05-16;5;31.5;20.5;
2007-05-17;0;28.3;20.6;
2007-05-18;0;29.2;17.7;
2007-05-19;3.2;25.8;18.3;
2007-05-20;3.2;29.9;18.1;
2007-05-21;.2;28.9;19.1;
2007-05-22;2.4;25.1;18.5;
2007-05-23;43.6;20;15;
2007-05-24;0;17.2;7.1;
2007-05-25;0;21.2;4.7;
2007-05-26;0;25.4;9.8;
2007-05-27;2;21.8;14.9;
2007-05-28;null;null;14.5;
2007-05-29;null;null;null;
2007-05-30;null;null;null;
2007-05-31;null;null;null;
2007-06-01;null;null;null;
2007-06-02;null;null;null;
2007-06-03;null;null;null;
2007-06-04;null;null;null;
2007-06-05;null;null;null;
2007-06-06;null;null;null;
2007-06-07;null;null;null;
2007-06-08;null;null;null;
2007-06-09;null;null;null;
2007-06-10;null;null;null;
2007-06-11;null;null;null;
2007-06-12;null;null;null;
2007-06-13;null;null;null;
2007-06-14;null;null;null;
2007-06-15;null;null;null;
2007-06-16;null;null;null;
2007-06-17;null;null;null;
2007-06-18;null;null;null;
2007-06-19;null;null;null;
2007-06-20;null;null;null;
2007-06-21;null;null;null;
2007-06-22;null;null;null;
2007-06-23;null;null;null;
2007-06-24;null;null;null;
2007-06-25;null;null;null;
2007-06-26;null;null;null;
2007-06-27;null;null;null;
2007-06-28;null;null;null;
2007-06-29;null;null;null;
2007-06-30;null;null;null;
2007-07-01;null;null;null;
2007-07-02;null;null;null;
2007-07-03;null;null;null;
2007-07-04;null;null;null;
2007-07-05;null;null;null;
2007-07-06;null;null;null;
2007-07-07;null;null;null;
2007-07-08;null;null;null;
2007-07-09;null;null;null;
2007-07-10;null;null;null;
2007-07-11;null;null;null;
2007-07-12;null;25.9;8.1;
2007-07-13;0;29.8;13.1;
2007-07-14;0;31;19.6;
2007-07-15;0;29.5;17.4;
2007-07-16;.2;28.3;16.5;
2007-07-17;0;27;17.8;
2007-07-18;18;24.2;13.3;
2007-07-19;0;25.4;9.4;
2007-07-20;0;30.2;13.2;
2007-07-21;0;32.9;17.1;
2007-07-22;0;30.7;22.6;
2007-07-23;.2;26.9;13.7;
2007-07-24;0;28.3;13;
2007-07-25;21;24.4;10.2;
2007-07-26;0;17;5.4;
2007-07-27;0;23.6;5.4;
2007-07-28;0;23.1;8.8;
2007-07-29;0;19;10;
2007-07-30;0;27.7;11.4;
2007-07-31;0;29.6;11.5;
2007-08-01;0;31;15;
2007-08-02;0;32.7;19;
2007-08-03;0;31.2;14;
2007-08-04;0;21.1;11.2;
2007-08-05;0;27.9;8.6;
2007-08-06;0;31.2;10.4;
2007-08-07;0;27.4;13.3;
2007-08-08;0;32.4;12.8;
2007-08-09;0;32.3;20.8;
2007-08-10;0;34;17.8;
2007-08-11;0;30.9;11.7;
2007-08-12;0;32.1;14.1;
2007-08-13;0;32.7;20.6;
2007-08-14;0;32.5;21.2;
2007-08-15;0;32.6;21.2;
2007-08-16;0;32.3;20.2;
2007-08-17;0;30.9;19;
2007-08-18;0;28.8;12.1;
2007-08-19;0;30.5;13.2;
2007-08-20;0;22.3;8.9;
2007-08-21;0;31.5;10.9;
2007-08-22;0;33.6;17.8;
2007-08-23;0;35.2;22.1;
2007-08-24;0;35.2;21.2;
2007-08-25;0;34.8;22.8;
2007-08-26;0;27.9;23;
2007-08-27;0;19.2;11.3;
2007-08-28;0;23.5;8.1;
2007-08-29;0;24.2;10.7;
2007-08-30;0;29.5;13.2;
2007-08-31;0;33.3;15.4;
2007-09-01;0;34.8;15.7;
2007-09-02;0;35.4;19.7;
2007-09-03;0;35.5;21.9;
2007-09-04;0;35.5;21.9;
2007-09-05;0;35.3;22.5;
2007-09-06;0;34.1;22.9;
2007-09-07;0;35.7;21.4;
2007-09-08;0;35.8;23.1;
2007-09-09;0;36.2;23.6;
2007-09-10;0;36.9;23.3;
2007-09-11;0;37.3;23.8;
2007-09-12;0;35.7;23.7;
2007-09-13;0;37.5;22.6;
2007-09-14;0;36.8;23;
2007-09-15;0;35.5;24.9;
2007-09-16;.6;31.6;18.8;
2007-09-17;0;37.1;22.1;
2007-09-18;0;36.2;22.6;
2007-09-19;0;35.6;21;
2007-09-20;0;34.4;22.3;
2007-09-21;0;37.2;23.1;
2007-09-22;1.8;32.5;22.3;
2007-09-23;.4;35.6;21.9;
2007-09-24;0;28.8;15.4;
2007-09-25;0;26.9;10.3;
2007-09-26;0;31;13.9;
2007-09-27;0;33.7;19.5;
2007-09-28;null;35.6;22;
2007-09-29;1.4;35.3;21.3;
2007-09-30;0;30.6;22.4;
2007-10-01;0;35.8;21.2;
2007-10-02;0;37.5;23.7;
2007-10-03;0;35.6;22.6;
2007-10-04;0;37;22.9;
2007-10-05;0;38.2;25.1;
2007-10-06;0;36;21.3;
2007-10-07;0;31.4;22.2;
2007-10-08;0;36.4;20;
2007-10-09;1.6;37.6;22.5;
2007-10-10;0;37.6;27.4;
2007-10-11;0;36.6;22.9;
2007-10-12;.2;28;22.3;
2007-10-13;13.8;23.9;19.2;
2007-10-14;21.8;28.9;19.2;
2007-10-15;5;30.9;20.8;
2007-10-16;0;33.9;21.1;
2007-10-17;0;34;19.3;
2007-10-18;0;31.7;19.1;
2007-10-19;0;30.1;20.4;
2007-10-20;0;35.8;19.8;
2007-10-21;0;35.2;23.8;
2007-10-22;3.8;29.4;19.1;
2007-10-23;5;30.8;22;
2007-10-24;10.4;22.6;20;
2007-10-25;35.8;27.4;18.5;
2007-10-26;4.2;31.7;18.3;
2007-10-27;0;34.1;21.3;
2007-10-28;0;36.2;21.3;
2007-10-29;0;36.7;25.1;
2007-10-30;1.6;32.6;22.6;
2007-10-31;.2;35.3;22.8;
2007-11-01;0;34.4;24.8;
2007-11-02;0;31.1;22.2;
2007-11-03;.2;26.8;18.8;
2007-11-04;3.8;28.7;20;
2007-11-05;0;29.8;17.7;
2007-11-06;0;32.5;20.2;
2007-11-07;0;33.4;20.3;
2007-11-08;2;32.2;22;
2007-11-09;1;30.7;21.1;
2007-11-10;.2;32.7;23.4;
2007-11-11;81.8;28.5;18.3;
2007-11-12;5.4;29.8;15.8;
2007-11-13;0;32;20.9;
2007-11-14;3.8;28.3;20.3;
2007-11-15;13.4;null;16.6;
2007-11-16;null;30.7;null;
2007-11-17;0;34.1;21.8;
2007-11-18;6.6;34.6;23.8;
2007-11-19;0;33;22.7;
2007-11-20;0;29.9;20.5;
2007-11-21;28;34;19.4;
2007-11-22;.4;33.1;19.9;
2007-11-23;0;33.3;22.7;
2007-11-24;0;27.1;22;
2007-11-25;2.4;26.8;20.2;
2007-11-26;4.4;30.1;21.5;
2007-11-27;6;32.9;20.9;
2007-11-28;5.2;33;20.7;
2007-11-29;.2;32.7;20.4;
2007-11-30;.4;33.8;20.9;
2007-12-01;0;34.2;20.5;
2007-12-02;0;36;21.7;
2007-12-03;0;33.1;23.2;
2007-12-04;3;30.1;21.8;
2007-12-05;23.2;25.4;21.2;
2007-12-06;15.6;26.8;21.7;
2007-12-07;5.4;28.9;19.4;
2007-12-08;8;30.6;21.3;
2007-12-09;.4;31.8;21.8;
2007-12-10;11.4;29.5;21.5;
2007-12-11;25.6;26.1;20.8;
2007-12-12;69.4;29.9;20.4;
2007-12-13;0;30.6;20.9;
2007-12-14;.2;32.6;22.2;
2007-12-15;63.2;24.4;20.8;
2007-12-16;.2;31.4;20.7;
2007-12-17;0;30.7;20.2;
2007-12-18;0;31.2;21.5;
2007-12-19;.2;31.5;20.1;
2007-12-20;0;31.4;19.8;
2007-12-21;0;33.1;19.4;
2007-12-22;0;34.2;21.5;
2007-12-23;0;33.1;20.9;
2007-12-24;0;31.9;21.8;
2007-12-25;0;31.8;19.8;
2007-12-26;2.2;28.8;21.6;
2007-12-27;.8;30.2;21.4;
2007-12-28;0;30.9;22.8;
2007-12-29;0;32.1;21;
2007-12-30;0;32.5;21.1;
2007-12-31;0;31.4;22.5;
2008-01-01;.8;31.1;19.3;
2008-01-02;0;33.2;21;
2008-01-03;3.2;32.6;22.3;
2008-01-04;.2;31.5;22.7;
2008-01-05;2.2;30.5;21.4;
2008-01-06;4.6;30.9;20.7;
2008-01-07;28.4;32.5;21.1;
2008-01-08;.4;32.4;21.4;
2008-01-09;29.6;30.8;19.7;
2008-01-10;0;32;21.8;
2008-01-11;1.2;29.3;23.2;
2008-01-12;9.6;29;21.8;
2008-01-13;9.6;30.3;21.1;
2008-01-14;.2;31.5;21.2;
2008-01-15;9.8;30.7;20.4;
2008-01-16;6.2;28.8;21.7;
2008-01-17;5;28.2;21.6;
2008-01-18;3.8;29.4;21.5;
2008-01-19;4.6;29.5;22.6;
2008-01-20;17.8;26.1;21.3;
2008-01-21;30.4;28.1;20.2;
2008-01-22;.6;27.3;21.4;
2008-01-23;3.2;28.5;21.4;
2008-01-24;0;26.7;22;
2008-01-25;49.8;27.3;20.5;
2008-01-26;1.6;23.9;21.9;
2008-01-27;18.4;28.2;21.1;
2008-01-28;10.4;28.4;21.2;
2008-01-29;.4;28.3;21.6;
2008-01-30;4.6;30.3;21.7;
2008-01-31;0;32.3;20.2;
2008-02-01;0;32.3;21.1;
2008-02-02;0;32;21.3;
2008-02-03;0;31.6;20;
2008-02-04;0;32.3;18.7;
2008-02-05;0;32.3;18.1;
2008-02-06;.6;31.7;17.9;
2008-02-07;0;31.5;21.2;
2008-02-08;.6;31.1;20.3;
2008-02-09;0;31;21.3;
2008-02-10;3.6;30.5;21.3;
2008-02-11;17;27.8;19.7;
2008-02-12;14.8;29.2;19.6;
2008-02-13;0;32.1;20.8;
2008-02-14;0;32.1;21;
2008-02-15;2.6;31.3;18.6;
2008-02-16;0;29.5;20.3;
2008-02-17;.6;30.7;20.6;
2008-02-18;1.6;31.1;22.4;
2008-02-19;0;31.1;22.2;
2008-02-20;2.2;29.4;19.9;
2008-02-21;10.2;29.9;20.6;
2008-02-22;1.2;29.1;21.6;
2008-02-23;.6;28.4;21.3;
2008-02-24;36.6;26.2;20.6;
2008-02-25;12.4;31.1;20.4;
2008-02-26;7.2;26.8;21.4;
2008-02-27;19.2;29.1;21.1;
2008-02-28;1.2;27.3;21.6;
2008-02-29;12.4;28.3;20.8;
2008-03-01;6.8;30.5;20;
2008-03-02;0;31.6;20.3;
2008-03-03;0;32.7;19.1;
2008-03-04;0;32;19.7;
2008-03-05;0;31.5;19.1;
2008-03-06;0;30.1;18.5;
2008-03-07;28.2;28;20.5;
2008-03-08;23.4;29.1;21.3;
2008-03-09;10.4;30.9;20.1;
2008-03-10;42.8;27.8;20.2;
2008-03-11;5;26.4;21.6;
2008-03-12;0;28.6;21.3;
2008-03-13;3.4;28.5;21.1;
2008-03-14;30.6;30;18.1;
2008-03-15;21.6;29.4;18.1;
2008-03-16;0;30;18.8;
2008-03-17;0;30.3;18.2;
2008-03-18;0;30.2;16.9;
2008-03-19;0;29.1;19.2;
2008-03-20;2.8;30.1;20.4;
2008-03-21;3.8;29.7;19;
2008-03-22;0;30.6;21.1;
2008-03-23;0;31.4;20;
2008-03-24;0;31.8;19.9;
2008-03-25;0;30.6;21;
2008-03-26;4.8;30.4;20.6;
2008-03-27;8;32.4;21.1;
2008-03-28;17.8;32.8;21.9;
2008-03-29;9.6;32.8;20.2;
2008-03-30;0;31.2;21.3;
2008-03-31;0;31.5;20.9;
2008-04-01;0;28.8;20.8;
2008-04-02;5.2;26.4;20.3;
2008-04-03;14.8;25.2;20.1;
2008-04-04;0;28.4;15.8;
2008-04-05;0;28.4;15.7;
2008-04-06;0;30.3;15.9;
2008-04-07;0;31.5;18.2;
2008-04-08;0;31.9;20;
2008-04-09;0;31.9;21.2;
2008-04-10;.8;31.4;21.7;
2008-04-11;.2;32.6;21.3;
2008-04-12;0;32.3;22;
2008-04-13;0;31.5;21.7;
2008-04-14;.4;24.1;22.1;
2008-04-15;1.4;24.2;13.1;
2008-04-16;0;27.9;15.7;
2008-04-17;.2;31.4;18.5;
2008-04-18;0;31;20.3;
2008-04-19;14.8;26.4;19.8;
2008-04-20;16.8;27.4;17.2;
2008-04-21;0;29.6;17.4;
2008-04-22;.2;30.3;18.7;
2008-04-23;0;30.5;18.9;
2008-04-24;0;30;16.5;
2008-04-25;0;31.2;18.4;
2008-04-26;0;30.9;18.2;
2008-04-27;0;31.2;20.8;
2008-04-28;0;31.1;21.6;
2008-04-29;0;26.9;22.5;
2008-04-30;38.6;22.3;16.8;
2008-05-01;.4;20.9;17.3;
2008-05-02;1.4;17.4;11.2;
2008-05-03;2.4;15.5;9.3;
2008-05-04;0;21;11.8;
2008-05-05;0;23.5;11.3;
2008-05-06;0;25.2;13;
2008-05-07;0;28;15.7;
2008-05-08;0;26.5;19.9;
2008-05-09;1.4;25.9;18;
2008-05-10;0;27.4;18.1;
2008-05-11;0;26.7;19.7;
2008-05-12;.6;24.6;18.7;
2008-05-13;6.6;25.4;15.6;
2008-05-14;0;26;15.7;
2008-05-15;0;28.5;16.7;
2008-05-16;35.4;21.8;16.5;
2008-05-17;.2;27.4;14.3;
2008-05-18;0;29.4;17.3;
2008-05-19;0;29.9;18.7;
2008-05-20;0;30.8;20.1;
2008-05-21;0;29.9;19.5;
2008-05-22;0;31;17.7;
2008-05-23;0;28.8;16.1;
2008-05-24;0;28.6;14.7;
2008-05-25;0;28.7;15;
2008-05-26;0;28.2;15;
2008-05-27;0;29.4;18.7;
2008-05-28;0;28.7;20;
2008-05-29;28.8;24;18.5;
2008-05-30;4.4;15.2;8;
2008-05-31;.6;20.8;8.4;
2008-06-01;0;21.9;13.1;
2008-06-02;0;24;13.9;
2008-06-03;0;26.2;14.8;
2008-06-04;.2;24.6;15.8;
2008-06-05;1.2;27.7;17.5;
2008-06-06;0;29.3;16;
2008-06-07;0;29.2;16.4;
2008-06-08;0;29.3;18;
2008-06-09;0;29.2;15.4;
2008-06-10;1.8;22.5;14;
2008-06-11;0;27.5;13.4;
2008-06-12;0;29.2;15.8;
2008-06-13;0;28.4;16.4;
2008-06-14;0;28.8;16.9;
2008-06-15;0;26;17.8;
2008-06-16;.4;20;7.1;
2008-06-17;0;25.9;6.9;
2008-06-18;0;28.4;14.6;
2008-06-19;0;29.2;15.6;
2008-06-20;0;27.7;19;
2008-06-21;2.2;22.7;14.4;
2008-06-22;0;19.2;12.1;
2008-06-23;0;24.2;12.3;
2008-06-24;0;26;14.4;
2008-06-25;0;27.1;17.2;
2008-06-26;0;28.1;16.3;
2008-06-27;0;28.4;16.8;
2008-06-28;0;24.9;15.2;
2008-06-29;.2;26.2;11.6;
2008-06-30;0;28.7;13;
2008-07-01;0;30.8;14.9;
2008-07-02;0;28.2;19.3;
2008-07-03;0;29.3;19.4;
2008-07-04;0;28.9;12.8;
2008-07-05;0;28.2;17.4;
2008-07-06;0;30;17.9;
2008-07-07;0;30.6;16;
2008-07-08;0;30.5;19.1;
2008-07-09;0;29.3;14.8;
2008-07-10;0;27.3;17.8;
2008-07-11;0;26.6;13.4;
2008-07-12;0;28.7;16.3;
2008-07-13;0;30.8;17.3;
2008-07-14;0;28.3;17.8;
2008-07-15;0;27.5;14;
2008-07-16;0;28.3;15.7;
2008-07-17;0;28.3;16.2;
2008-07-18;0;29.8;16.1;
2008-07-19;0;29.8;13.9;
2008-07-20;0;32;16;
2008-07-21;0;32.7;19.9;
2008-07-22;0;31;20.1;
2008-07-23;0;31;18.8;
2008-07-24;0;30.3;18;
2008-07-25;0;29.8;15.8;
2008-07-26;0;31.2;17.7;
2008-07-27;0;32.3;19.9;
2008-07-28;0;32.9;17.7;
2008-07-29;0;32.5;17.8;
2008-07-30;0;32.4;16.2;
2008-07-31;0;29.7;16.3;
2008-08-01;0;29.4;17.1;
2008-08-02;.2;30.6;18.2;
2008-08-03;6.8;25.8;18.7;
2008-08-04;0;27.5;13;
2008-08-05;.2;30.8;16.2;
2008-08-06;.2;31.9;19.2;
2008-08-07;0;34;19.8;
2008-08-08;0;26.7;19.5;
2008-08-09;29.6;23.6;17.2;
2008-08-10;2.8;28.4;16.4;
2008-08-11;0;32.7;18.2;
2008-08-12;0;33;20.5;
2008-08-13;0;31.4;18.9;
2008-08-14;0;31.7;17.9;
2008-08-15;0;32.6;17.7;
2008-08-16;0;32.9;20;
2008-08-17;0;32.8;20.3;
2008-08-18;0;34;18.2;
2008-08-19;0;34.2;15.3;
2008-08-20;0;33.3;20.3;
2008-08-21;0;33.3;20;
2008-08-22;0;33;15.2;
2008-08-23;0;32.3;16.8;
2008-08-24;0;33.2;17.3;
2008-08-25;0;33.6;20.1;
2008-08-26;0;33.8;19.7;
2008-08-27;0;34.1;20.5;
2008-08-28;0;34.7;21.6;
2008-08-29;12.6;25.1;13.7;
2008-08-30;0;28.2;10.4;
2008-08-31;0;29;15.2;
2008-09-01;0;34.2;17.9;
2008-09-02;0;35.8;21.8;
2008-09-03;0;36.3;20.5;
2008-09-04;0;35.9;18.4;
2008-09-05;0;28.1;14.5;
2008-09-06;1.4;20.3;10;
2008-09-07;.2;22.3;7.9;
2008-09-08;0;31.4;9.9;
2008-09-09;0;37.2;19.9;
2008-09-10;0;38.2;20.4;
2008-09-11;0;37.7;22.4;
2008-09-12;0;30.7;21.6;
2008-09-13;18;20.1;16.5;
2008-09-14;.4;26.6;13.1;
2008-09-15;0;28.3;15.1;
2008-09-16;0;28.5;13.3;
2008-09-17;0;29.7;15.3;
2008-09-18;0;29.1;17.3;
2008-09-19;0;33.2;18.1;
2008-09-20;12.2;26.2;15.6;
2008-09-21;6.8;18.8;13.2;
2008-09-22;0;24;9.4;
2008-09-23;0;27.1;9.4;
2008-09-24;0;30;12.7;
2008-09-25;0;28;17.1;
2008-09-26;0;27.8;18;
2008-09-27;1;32.4;16.9;
2008-09-28;0;33.3;19.9;
2008-09-29;0;35.7;20.1;
2008-09-30;15.6;33;19.3;
2008-10-01;0;34.6;21.3;
2008-10-02;28.8;29.5;18.9;
2008-10-03;2.6;29.6;18.1;
2008-10-04;0;31.5;22;
2008-10-05;6.2;27.2;16.4;
2008-10-06;3.2;23;16.9;
2008-10-07;.2;28.5;17.5;
2008-10-08;0;30.4;17.7;
2008-10-09;0;29.7;16.2;
2008-10-10;0;32.5;19.2;
2008-10-11;28.6;26.7;17.3;
2008-10-12;0;32.8;18.8;
2008-10-13;0;35;20.9;
2008-10-14;0;35.5;22.7;
2008-10-15;0;37.6;21.5;
2008-10-16;0;38.3;22.8;
2008-10-17;0;34;22;
2008-10-18;0;27.9;21.3;
2008-10-19;12.8;27.1;17.8;
2008-10-20;0;31.6;20.3;
2008-10-21;.2;30.9;20.2;
2008-10-22;4.6;31;20.9;
2008-10-23;0;33.4;22.4;
2008-10-24;0;35.8;23.1;
2008-10-25;0;33.9;23.7;
2008-10-26;0;34;24;
2008-10-27;0;34.7;24.4;
2008-10-28;0;36.1;22.6;
2008-10-29;0;34.6;24.6;
2008-10-30;12.6;26.5;20.7;
2008-10-31;0;31.3;21;
2008-11-01;3.8;30.9;20.9;
2008-11-02;3.6;29.6;21.1;
2008-11-03;11;29.7;18.2;
2008-11-04;6.4;29.3;21.1;
2008-11-05;.8;32.2;20.8;
2008-11-06;0;31.6;23.1;
2008-11-07;9;28.4;19;
2008-11-08;0;30.5;22.1;
2008-11-09;0;32.4;21.6;
2008-11-10;6.6;32.2;18.3;
2008-11-11;1.8;32.8;21;
2008-11-12;1.8;31.8;19.9;
2008-11-13;0;31.5;19.2;
2008-11-14;0;32.9;16.3;
2008-11-15;0;35.3;19.2;
2008-11-16;0;29.2;20.7;
2008-11-17;.4;30.8;19.7;
2008-11-18;0;31.8;20.1;
2008-11-19;.2;33.1;18.9;
2008-11-20;36;32.2;20.3;
2008-11-21;0;33.1;21.5;
2008-11-22;0;33.1;21.5;
2008-11-23;.2;33.5;22.8;
2008-11-24;0;35.6;23.6;
2008-11-25;0;35.6;23.5;
2008-11-26;0;34.2;23.5;
2008-11-27;1.6;34.2;19.8;
2008-11-28;0;32.8;22.2;
2008-11-29;14;33.4;20.3;
2008-11-30;0;32.3;19.8;
2008-12-01;1.8;34.9;21.2;
2008-12-02;7.4;29.9;21.1;
2008-12-03;.2;27.4;15;
2008-12-04;0;29.4;13.8;
2008-12-05;0;32.6;15.4;
2008-12-06;0;35.2;19.9;
2008-12-07;0;36.9;24.2;
2008-12-08;0;35.1;23.2;
2008-12-09;0;35.8;22.7;
2008-12-10;0;35.1;24;
2008-12-11;6.2;29.6;20.9;
2008-12-12;33;29.6;20.8;
2008-12-13;1.6;28.8;22.2;
2008-12-14;0;27.8;21.9;
2008-12-15;51;29.4;20.9;
2008-12-16;21.6;32.2;18;
2008-12-17;0;32.8;18.2;
2008-12-18;0;32.9;21.1;
2008-12-19;0;34.4;22.8;
2008-12-20;0;32.4;21.8;
2008-12-21;0;32.5;21.1;
2008-12-22;5.4;32.1;19.4;
2008-12-23;11.8;32.2;21.9;
2008-12-24;2.4;33.4;20.9;
2008-12-25;4.2;32.3;20.3;
2008-12-26;14.4;29.8;20.2;
2008-12-27;23;31.9;20.6;
2008-12-28;0;34.3;22.8;
2008-12-29;0;35.2;22.9;
2008-12-30;0;34.2;22.2;
2008-12-31;2.4;29.8;21.8;
2009-01-01;24.6;28.9;18.5;
2009-01-02;3.8;30.1;21.2;
2009-01-03;41.2;23.8;19.3;
2009-01-04;5;26.4;17.2;
2009-01-05;0;27.6;14.5;
2009-01-06;0;29.9;14.7;
2009-01-07;0;32;17.5;
2009-01-08;0;33.3;18.8;
2009-01-09;0;35.4;20.3;
