HYEAR,classification,harv.month,Variable,Value
1991,NE,June,SRADA,18
1991,NE,June,PRCP,1510.1
1992,EN,June,TMAXA,29.6
1992,EN,June,TMINA,18.1
1992,EN,June,SRADA,17.6
1992,EN,June,PRCP,1707.7
1993,NE,June,TMAXA,29.4
1993,NE,June,TMINA,18.2
1993,NE,June,SRADA,17.6
1993,NE,June,PRCP,1443
1994,NE,June,TMAXA,30.5
1994,NE,June,TMINA,17.9
1994,NE,June,SRADA,18
1994,NE,June,PRCP,1676.9
1995,EN,June,TMAXA,30.7
1995,EN,June,TMINA,17.8
1995,EN,June,SRADA,18.4
1995,EN,June,PRCP,1486.8
1996,LA,June,TMAXA,29.9
1996,LA,June,TMINA,18.8
1996,LA,June,SRADA,18.4
1996,LA,June,PRCP,1332.6
1997,NE,June,TMAXA,29.2
1997,NE,June,TMINA,18
1997,NE,June,SRADA,17.9
1997,NE,June,PRCP,1550.3
1998,EN,June,TMAXA,30.7
1998,EN,June,TMINA,18.7
1998,EN,June,SRADA,18.7
1998,EN,June,PRCP,1530.8
1999,LA,June,TMAXA,30.5
1999,LA,June,TMINA,18.6
1999,LA,June,SRADA,18.4
1999,LA,June,PRCP,1252.2
2000,LA,June,TMAXA,30.1
2000,LA,June,TMINA,18.4
2000,LA,June,SRADA,19.1
2000,LA,June,PRCP,1432.4
2001,LA,June,TMAXA,30.5
2001,LA,June,TMINA,18.2
2001,LA,June,SRADA,19.2
2001,LA,June,PRCP,1300.8
2002,NE,June,TMAXA,30
2002,NE,June,TMINA,18.5
2002,NE,June,SRADA,19
2002,NE,June,PRCP,1543
2003,EN,June,TMAXA,30.5
2003,EN,June,TMINA,19
2003,EN,June,SRADA,18.5
2003,EN,June,PRCP,1432.9
2004,NE,June,TMAXA,29.7
2004,NE,June,TMINA,18.6
2004,NE,June,SRADA,18
2004,NE,June,PRCP,1758.1
2005,EN,June,TMAXA,30
2005,EN,June,TMINA,18.6
2005,EN,June,SRADA,18.9
2005,EN,June,PRCP,1481.5
2006,NE,June,TMAXA,29.9
2006,NE,June,TMINA,18.8
2006,NE,June,SRADA,18.5
2006,NE,June,PRCP,1887.7
2007,NE,June,TMAXA,29.9
2007,NE,June,TMINA,18.6
2007,NE,June,SRADA,18.9
2007,NE,June,PRCP,1911.2
2008,LA,June,TMAXA,30.2
2008,LA,June,TMINA,18.6
2008,LA,June,SRADA,19.2
2008,LA,June,PRCP,1419
2009,NE,June,TMAXA,30.2
2009,NE,June,TMINA,18.6
2009,NE,June,SRADA,18.6
2009,NE,June,PRCP,1431.3
2010,EN,June,TMAXA,30.5
2010,EN,June,TMINA,19.1
2010,EN,June,SRADA,18.9
2010,EN,June,PRCP,1162.4
2011,LA,June,TMAXA,30.4
2011,LA,June,TMINA,18.7
2011,LA,June,SRADA,18.9
2011,LA,June,PRCP,1415.6
2012,LA,June,TMAXA,30.1
2012,LA,June,TMINA,18.6
2012,LA,June,SRADA,18.7
2012,LA,June,PRCP,1620.2
2013,NE,June,TMAXA,30.3
2013,NE,June,TMINA,19
2013,NE,June,SRADA,19.1
2013,NE,June,PRCP,1321.7
2014,NE,June,TMAXA,30.3
2014,NE,June,TMINA,18.8
2014,NE,June,SRADA,19.3
2014,NE,June,PRCP,1173.5
2015,EN,June,TMAXA,30.4
2015,EN,June,TMINA,19.1
2015,EN,June,SRADA,19
2015,EN,June,PRCP,1491.8
2016,EN,June,TMAXA,31.5
2016,EN,June,TMINA,19.6
2016,EN,June,SRADA,19
2016,EN,June,PRCP,1334.3
2017,NE,June,TMAXA,31
2017,NE,June,TMINA,19.3
2017,NE,June,SRADA,19.2
2017,NE,June,PRCP,1277.4
2018,LA,June,TMAXA,30.2
2018,LA,June,TMINA,18.8
2018,LA,June,SRADA,19
2018,LA,June,PRCP,1482.5
2019,EN,June,TMAXA,30.8
2019,EN,June,TMINA,19.3
2019,EN,June,SRADA,18.5
2019,EN,June,PRCP,1337.8
1963,NE,June,TMAXA,30.8
1963,NE,June,TMINA,16.7
1963,NE,June,SRADA,19.1
1963,NE,June,PRCP,1459.4
1964,EN,June,TMAXA,31.4
1964,EN,June,TMINA,17.1
1964,EN,June,SRADA,18.5
1964,EN,June,PRCP,1102.9
1965,LA,June,TMAXA,30.1
1965,LA,June,TMINA,16.9
1965,LA,June,SRADA,18.2
1965,LA,June,PRCP,1670.7
1966,EN,June,TMAXA,30.7
1966,EN,June,TMINA,17.3
1966,EN,June,SRADA,18.8
1966,EN,June,PRCP,1621.7
1967,NE,June,TMAXA,30.5
1967,NE,June,TMINA,17
1967,NE,June,SRADA,19.3
1967,NE,June,PRCP,1551.4
1968,NE,June,TMAXA,30
1968,NE,June,TMINA,16.7
1968,NE,June,SRADA,19.3
1968,NE,June,PRCP,1034.9
1969,EN,June,TMAXA,30
1969,EN,June,TMINA,17.5
1969,EN,June,SRADA,19.8
1969,EN,June,PRCP,1322.2
1970,NE,June,TMAXA,30.3
1970,NE,June,TMINA,17.9
1970,NE,June,SRADA,18.9
1970,NE,June,PRCP,1352
1971,LA,June,TMAXA,30.2
1971,LA,June,TMINA,17.9
1971,LA,June,SRADA,19.4
1971,LA,June,PRCP,1340.3
1972,LA,June,TMAXA,29.8
1972,LA,June,TMINA,17.5
1972,LA,June,SRADA,18.2
1972,LA,June,PRCP,1303.9
1973,EN,June,TMAXA,30
1973,EN,June,TMINA,18.9
1973,EN,June,SRADA,18.7
1973,EN,June,PRCP,1794.8
1974,LA,June,TMAXA,28
1974,LA,June,TMINA,18.8
1974,LA,June,SRADA,17.9
1974,LA,June,PRCP,1586.8
1975,LA,June,TMAXA,29.9
1975,LA,June,TMINA,16.8
1975,LA,June,SRADA,19.3
1975,LA,June,PRCP,1237.2
1976,LA,June,TMAXA,29.8
1976,LA,June,TMINA,17.4
1976,LA,June,SRADA,18.4
1976,LA,June,PRCP,1551.5
1977,NE,June,TMAXA,28.9
1977,NE,June,TMINA,16.4
1977,NE,June,SRADA,18
1977,NE,June,PRCP,1543.5
1978,NE,June,TMAXA,29.4
1978,NE,June,TMINA,18.3
1978,NE,June,SRADA,17.8
1978,NE,June,PRCP,1617.3
1979,NE,June,TMAXA,29.5
1979,NE,June,TMINA,16.9
1979,NE,June,SRADA,17.6
1979,NE,June,PRCP,1793.3
1980,NE,June,TMAXA,29.9
1980,NE,June,TMINA,16.6
1980,NE,June,SRADA,17.1
1980,NE,June,PRCP,1684.5
1981,NE,June,TMAXA,30.2
1981,NE,June,TMINA,16.4
1981,NE,June,SRADA,17.2
1981,NE,June,PRCP,1435.8
1982,NE,June,TMAXA,29.7
1982,NE,June,TMINA,16.3
1982,NE,June,SRADA,16.7
1982,NE,June,PRCP,1775
1983,EN,June,TMAXA,29.9
1983,EN,June,TMINA,17.4
1983,EN,June,SRADA,16.8
1983,EN,June,PRCP,2061.7
1984,NE,June,TMAXA,29.9
1984,NE,June,TMINA,16.7
1984,NE,June,SRADA,17.1
1984,NE,June,PRCP,1791.1
1985,LA,June,TMAXA,30
1985,LA,June,TMINA,16.2
1985,LA,June,SRADA,17.6
1985,LA,June,PRCP,1768
1986,NE,June,TMAXA,30.7
1986,NE,June,TMINA,16.4
1986,NE,June,SRADA,18
1986,NE,June,PRCP,1092.9
1987,EN,June,TMAXA,30.1
1987,EN,June,TMINA,16.7
1987,EN,June,SRADA,17.1
1987,EN,June,PRCP,1880
1988,EN,June,TMAXA,30.6
1988,EN,June,TMINA,17.1
1988,EN,June,SRADA,17.5
1988,EN,June,PRCP,1941.3
1989,LA,June,TMAXA,30.4
1989,LA,June,TMINA,16.1
1989,LA,June,SRADA,17.9
1989,LA,June,PRCP,1762.6
1990,NE,June,TMAXA,30.2
1990,NE,June,TMINA,16.6
1990,NE,June,SRADA,18.1
1990,NE,June,PRCP,1333.6
1991,NE,June,TMAXA,30.2
1991,NE,June,TMINA,16.9
1991,NE,June,SRADA,17.9
1991,NE,June,PRCP,1844.5
1992,EN,June,TMAXA,30.6
1992,EN,June,TMINA,17
1992,EN,June,SRADA,16.9
1992,EN,June,PRCP,1675.7
1993,NE,June,TMAXA,29.9
1993,NE,June,TMINA,16.9
1993,NE,June,SRADA,17
1993,NE,June,PRCP,1736.8
1994,NE,June,TMAXA,30.7
1994,NE,June,TMINA,16.8
1994,NE,June,SRADA,17.8
1994,NE,June,PRCP,1474.9
1995,EN,June,TMAXA,31
1995,EN,June,TMINA,16.7
1995,EN,June,SRADA,18.2
1995,EN,June,PRCP,1302.7
1996,LA,June,TMAXA,30.8
1996,LA,June,TMINA,17.2
1996,LA,June,SRADA,18.4
1996,LA,June,PRCP,1644.4
1997,NE,June,TMAXA,29.7
1997,NE,June,TMINA,16.8
1997,NE,June,SRADA,17.2
1997,NE,June,PRCP,1971.1
1998,EN,June,TMAXA,31.1
1998,EN,June,TMINA,17.5
1998,EN,June,SRADA,17.8
1998,EN,June,PRCP,1613.2
1999,LA,June,TMAXA,30.8
1999,LA,June,TMINA,17.1
1999,LA,June,SRADA,17.7
1999,LA,June,PRCP,1233.4
2000,LA,June,TMAXA,31
2000,LA,June,TMINA,16.9
2000,LA,June,SRADA,18.4
2000,LA,June,PRCP,1618.2
2001,LA,June,TMAXA,30.7
2001,LA,June,TMINA,16.9
2001,LA,June,SRADA,17.9
2001,LA,June,PRCP,1573.6
2002,NE,June,TMAXA,30.6
2002,NE,June,TMINA,17.1
2002,NE,June,SRADA,18.1
2002,NE,June,PRCP,2059.4
2003,EN,June,TMAXA,30.9
2003,EN,June,TMINA,17.3
2003,EN,June,SRADA,17.6
2003,EN,June,PRCP,1447.9
2004,NE,June,TMAXA,30.4
2004,NE,June,TMINA,16.8
2004,NE,June,SRADA,17.8
2004,NE,June,PRCP,1501.6
2005,EN,June,TMAXA,31
2005,EN,June,TMINA,16.9
2005,EN,June,SRADA,18.3
2005,EN,June,PRCP,1514.7
2006,NE,June,TMAXA,30.4
2006,NE,June,TMINA,16.9
2006,NE,June,SRADA,17.5
2006,NE,June,PRCP,1591.6
2007,NE,June,TMAXA,30.9
2007,NE,June,TMINA,17.2
2007,NE,June,SRADA,18.1
2007,NE,June,PRCP,1751.1
2008,LA,June,TMAXA,30.6
2008,LA,June,TMINA,16.9
2008,LA,June,SRADA,18
2008,LA,June,PRCP,1931.5
2009,NE,June,TMAXA,31
2009,NE,June,TMINA,16.6
2009,NE,June,SRADA,18.7
2009,NE,June,PRCP,1217.8
2010,EN,June,TMAXA,30.8
2010,EN,June,TMINA,17.4
2010,EN,June,SRADA,18.2
2010,EN,June,PRCP,2007.7
2011,LA,June,TMAXA,31.1
2011,LA,June,TMINA,16.8
2011,LA,June,SRADA,18.6
2011,LA,June,PRCP,1620.8
2012,LA,June,TMAXA,30.8
2012,LA,June,TMINA,17
2012,LA,June,SRADA,18.7
2012,LA,June,PRCP,1709
2013,NE,June,TMAXA,31
2013,NE,June,TMINA,17.3
2013,NE,June,SRADA,18.4
2013,NE,June,PRCP,1668.8
2014,NE,June,TMAXA,31.1
2014,NE,June,TMINA,17.1
2014,NE,June,SRADA,18.5
2014,NE,June,PRCP,1291.9
2015,EN,June,TMAXA,31.2
2015,EN,June,TMINA,17.6
2015,EN,June,SRADA,18.8
2015,EN,June,PRCP,1703.1
2016,EN,June,TMAXA,31.6
2016,EN,June,TMINA,17.8
2016,EN,June,SRADA,18.4
2016,EN,June,PRCP,1503
2017,NE,June,TMAXA,31.1
2017,NE,June,TMINA,17.3
2017,NE,June,SRADA,18.4
2017,NE,June,PRCP,1368.4
2018,LA,June,TMAXA,31.2
2018,LA,June,TMINA,17.2
2018,LA,June,SRADA,18.5
2018,LA,June,PRCP,1609.6
2019,EN,June,TMAXA,31.2
2019,EN,June,TMINA,17.7
2019,EN,June,SRADA,18.2
2019,EN,June,PRCP,1496.3
1963,NE,June,TMAXA,28.5
1963,NE,June,TMINA,15.3
1963,NE,June,SRADA,19.1
1963,NE,June,PRCP,1479.4
1964,EN,June,TMAXA,29.4
1964,EN,June,TMINA,16.2
1964,EN,June,SRADA,18.3
1964,EN,June,PRCP,1214
1965,LA,June,TMAXA,27.9
1965,LA,June,TMINA,15.9
1965,LA,June,SRADA,18.2
1965,LA,June,PRCP,1692.4
1966,EN,June,TMAXA,28.4
1966,EN,June,TMINA,16.1
1966,EN,June,SRADA,18.4
1966,EN,June,PRCP,1718.7
1967,NE,June,TMAXA,28.3
1967,NE,June,TMINA,16.2
1967,NE,June,SRADA,18.7
1967,NE,June,PRCP,1441.7
1968,NE,June,TMAXA,28.1
1968,NE,June,TMINA,15.7
1968,NE,June,SRADA,18.7
1968,NE,June,PRCP,1264.4
1969,EN,June,TMAXA,28.5
1969,EN,June,TMINA,16.1
1969,EN,June,SRADA,19.9
1969,EN,June,PRCP,1336
1970,NE,June,TMAXA,28.6
1970,NE,June,TMINA,16.6
1970,NE,June,SRADA,18.9
1970,NE,June,PRCP,1639.3
1971,LA,June,TMAXA,28.5
1971,LA,June,TMINA,16.2
1971,LA,June,SRADA,19.6
1971,LA,June,PRCP,1323.7
1972,LA,June,TMAXA,28
1972,LA,June,TMINA,15.9
1972,LA,June,SRADA,18.6
1972,LA,June,PRCP,1530.4
1973,EN,June,TMAXA,28.4
1973,EN,June,TMINA,17.1
1973,EN,June,SRADA,18.6
1973,EN,June,PRCP,2030.6
1974,LA,June,TMAXA,27.6
1974,LA,June,TMINA,16.5
1974,LA,June,SRADA,18.5
1974,LA,June,PRCP,1498.5
1975,LA,June,TMAXA,28.2
1975,LA,June,TMINA,15.8
1975,LA,June,SRADA,19.7
1975,LA,June,PRCP,1143.3
1976,LA,June,TMAXA,28.5
1976,LA,June,TMINA,16.1
1976,LA,June,SRADA,18.9
1976,LA,June,PRCP,1336.8
1977,NE,June,TMAXA,28
1977,NE,June,TMINA,16.1
1977,NE,June,SRADA,18.6
1977,NE,June,PRCP,1497.4
1978,NE,June,TMAXA,28.3
1978,NE,June,TMINA,16.7
1978,NE,June,SRADA,18.5
1978,NE,June,PRCP,1529.5
1979,NE,June,TMAXA,28
1979,NE,June,TMINA,16
1979,NE,June,SRADA,18.2
1979,NE,June,PRCP,1601.9
1980,NE,June,TMAXA,28.3
1980,NE,June,TMINA,16.5
1980,NE,June,SRADA,18.2
1980,NE,June,PRCP,1464.2
1981,NE,June,TMAXA,28.8
1981,NE,June,TMINA,17.1
1981,NE,June,SRADA,18.6
1981,NE,June,PRCP,1304.1
1982,NE,June,TMAXA,27.9
1982,NE,June,TMINA,16.8
1982,NE,June,SRADA,18
1982,NE,June,PRCP,1930.9
1983,EN,June,TMAXA,28.5
1983,EN,June,TMINA,18
1983,EN,June,SRADA,17.7
1983,EN,June,PRCP,1940.7
1984,NE,June,TMAXA,28.7
1984,NE,June,TMINA,17.7
1984,NE,June,SRADA,18.1
1984,NE,June,PRCP,1436.4
1985,LA,June,TMAXA,28.3
1985,LA,June,TMINA,16.9
1985,LA,June,SRADA,18.1
1985,LA,June,PRCP,1710.9
1986,NE,June,TMAXA,28.5
1986,NE,June,TMINA,17.2
1986,NE,June,SRADA,18.7
1986,NE,June,PRCP,1151.4
1987,EN,June,TMAXA,28.4
1987,EN,June,TMINA,17.3
1987,EN,June,SRADA,17.8
1987,EN,June,PRCP,1596.8
1988,EN,June,TMAXA,29.1
1988,EN,June,TMINA,17.8
1988,EN,June,SRADA,18
1988,EN,June,PRCP,1825
1989,LA,June,TMAXA,28.7
1989,LA,June,TMINA,16.8
1989,LA,June,SRADA,18.6
1989,LA,June,PRCP,1187.1
1990,NE,June,TMAXA,28.5
1990,NE,June,TMINA,16.5
1990,NE,June,SRADA,18.7
1990,NE,June,PRCP,1546.9
1991,NE,June,TMAXA,28.4
1991,NE,June,TMINA,16.7
1991,NE,June,SRADA,18.4
1991,NE,June,PRCP,1693.4
1992,EN,June,TMAXA,29.1
1992,EN,June,TMINA,17.6
1992,EN,June,SRADA,17.7
1992,EN,June,PRCP,1483.6
1993,NE,June,TMAXA,28.6
1993,NE,June,TMINA,17.3
1993,NE,June,SRADA,17.6
1993,NE,June,PRCP,1665.8
1994,NE,June,TMAXA,29.4
1994,NE,June,TMINA,17.7
1994,NE,June,SRADA,17.9
1994,NE,June,PRCP,1501.2
1995,EN,June,TMAXA,29.7
1995,EN,June,TMINA,17.7
1995,EN,June,SRADA,18.4
1995,EN,June,PRCP,1467.4
1996,LA,June,TMAXA,29.6
1996,LA,June,TMINA,17.7
1996,LA,June,SRADA,18.6
1996,LA,June,PRCP,1096.3
1997,NE,June,TMAXA,28.8
1997,NE,June,TMINA,17
1997,NE,June,SRADA,17.6
1997,NE,June,PRCP,1504.1
1998,EN,June,TMAXA,30.4
1998,EN,June,TMINA,18.3
1998,EN,June,SRADA,18.2
1998,EN,June,PRCP,1364.3
1999,LA,June,TMAXA,29.7
1999,LA,June,TMINA,17.9
1999,LA,June,SRADA,18.2
1999,LA,June,PRCP,1312
2000,LA,June,TMAXA,29.4
2000,LA,June,TMINA,17.7
2000,LA,June,SRADA,19.2
2000,LA,June,PRCP,1513.6
2001,LA,June,TMAXA,30.1
2001,LA,June,TMINA,18.1
2001,LA,June,SRADA,19.1
2001,LA,June,PRCP,1318.3
2002,NE,June,TMAXA,30.1
2002,NE,June,TMINA,17.3
2002,NE,June,SRADA,19
2002,NE,June,PRCP,1565.9
2003,EN,June,TMAXA,29.8
2003,EN,June,TMINA,18.6
2003,EN,June,SRADA,18.4
2003,EN,June,PRCP,1781.6
2004,NE,June,TMAXA,28.7
2004,NE,June,TMINA,18.2
2004,NE,June,SRADA,18.4
2004,NE,June,PRCP,1364.6
2005,EN,June,TMAXA,29.2
2005,EN,June,TMINA,18.3
2005,EN,June,SRADA,18.6
2005,EN,June,PRCP,1462.9
2006,NE,June,TMAXA,28.6
2006,NE,June,TMINA,18.3
2006,NE,June,SRADA,19.3
2006,NE,June,PRCP,1269.9
2007,NE,June,TMAXA,28.4
2007,NE,June,TMINA,18.2
2007,NE,June,SRADA,19.7
2007,NE,June,PRCP,1819
2008,LA,June,TMAXA,28.5
2008,LA,June,TMINA,18
2008,LA,June,SRADA,19.5
2008,LA,June,PRCP,1735.1
2009,NE,June,TMAXA,28.8
2009,NE,June,TMINA,18.4
2009,NE,June,SRADA,18.3
2009,NE,June,PRCP,1247.3
2010,EN,June,TMAXA,28.9
2010,EN,June,TMINA,18.8
2010,EN,June,SRADA,18.4
2010,EN,June,PRCP,1351
2011,LA,June,TMAXA,29.1
2011,LA,June,TMINA,18.6
2011,LA,June,SRADA,18.7
2011,LA,June,PRCP,1690.2
2012,LA,June,TMAXA,28.7
2012,LA,June,TMINA,18.4
2012,LA,June,SRADA,18.7
2012,LA,June,PRCP,1418
2013,NE,June,TMAXA,29
2013,NE,June,TMINA,18.8
2013,NE,June,SRADA,18.8
2013,NE,June,PRCP,1604.7
2014,NE,June,TMAXA,29
2014,NE,June,TMINA,18.6
2014,NE,June,SRADA,19.3
2014,NE,June,PRCP,1153.8
2015,EN,June,TMAXA,29.1
2015,EN,June,TMINA,19
2015,EN,June,SRADA,18.5
2015,EN,June,PRCP,1474.4
2016,EN,June,TMAXA,30
2016,EN,June,TMINA,19.6
2016,EN,June,SRADA,18.8
2016,EN,June,PRCP,1640.1
2017,NE,June,TMAXA,29.6
2017,NE,June,TMINA,19
2017,NE,June,SRADA,19.1
2017,NE,June,PRCP,1450
2018,LA,June,TMAXA,29.1
2018,LA,June,TMINA,18.8
2018,LA,June,SRADA,18.9
2018,LA,June,PRCP,1259.8
2019,EN,June,TMAXA,29.6
2019,EN,June,TMINA,19.3
2019,EN,June,SRADA,18.6
2019,EN,June,PRCP,1539.6
1963,NE,June,TMAXA,30.8
1963,NE,June,TMINA,16.9
1963,NE,June,SRADA,18.9
1963,NE,June,PRCP,1106.9
1964,EN,June,TMAXA,32.1
1964,EN,June,TMINA,18.1
1964,EN,June,SRADA,18
1964,EN,June,PRCP,827.7
1965,LA,June,TMAXA,30
1965,LA,June,TMINA,17.3
1965,LA,June,SRADA,18.1
1965,LA,June,PRCP,1042.1
1966,EN,June,TMAXA,30.9
1966,EN,June,TMINA,18
1966,EN,June,SRADA,18.7
1966,EN,June,PRCP,1185.4
1967,NE,June,TMAXA,30.5
1967,NE,June,TMINA,17.7
1967,NE,June,SRADA,19
1967,NE,June,PRCP,1302.8
1968,NE,June,TMAXA,30.6
1968,NE,June,TMINA,17.5
1968,NE,June,SRADA,19.2
1968,NE,June,PRCP,882.1
1969,EN,June,TMAXA,31.4
1969,EN,June,TMINA,18.2
1969,EN,June,SRADA,19.8
1969,EN,June,PRCP,964.6
1970,NE,June,TMAXA,31.1
1970,NE,June,TMINA,18.5
1970,NE,June,SRADA,18.9
1970,NE,June,PRCP,995.7
1971,LA,June,TMAXA,30.5
1971,LA,June,TMINA,17.8
1971,LA,June,SRADA,19.4
1971,LA,June,PRCP,1130.8
1972,LA,June,TMAXA,30.3
1972,LA,June,TMINA,17.2
1972,LA,June,SRADA,18.5
1972,LA,June,PRCP,1510.4
1973,EN,June,TMAXA,30.6
1973,EN,June,TMINA,18.1
1973,EN,June,SRADA,18.7
1973,EN,June,PRCP,1710.9
1974,LA,June,TMAXA,29.9
1974,LA,June,TMINA,17.1
1974,LA,June,SRADA,18.2
1974,LA,June,PRCP,1376.9
1975,LA,June,TMAXA,30.2
1975,LA,June,TMINA,16.1
1975,LA,June,SRADA,19.5
1975,LA,June,PRCP,1196.2
1976,LA,June,TMAXA,30.5
1976,LA,June,TMINA,18.3
1976,LA,June,SRADA,18.9
1976,LA,June,PRCP,1569.4
1977,NE,June,TMAXA,30
1977,NE,June,TMINA,17.7
1977,NE,June,SRADA,18.4
1977,NE,June,PRCP,1440.7
1978,NE,June,TMAXA,30.8
1978,NE,June,TMINA,18.7
1978,NE,June,SRADA,18.6
1978,NE,June,PRCP,1664
1979,NE,June,TMAXA,30.4
1979,NE,June,TMINA,17.8
1979,NE,June,SRADA,19
1979,NE,June,PRCP,1320.2
1980,NE,June,TMAXA,30.2
1980,NE,June,TMINA,18.4
1980,NE,June,SRADA,18.3
1980,NE,June,PRCP,1660.2
1981,NE,June,TMAXA,30.8
1981,NE,June,TMINA,18.3
1981,NE,June,SRADA,18.7
1981,NE,June,PRCP,1218.8
1982,NE,June,TMAXA,30.1
1982,NE,June,TMINA,17.8
1982,NE,June,SRADA,18.1
1982,NE,June,PRCP,1473.9
1983,EN,June,TMAXA,30.4
1983,EN,June,TMINA,18.5
1983,EN,June,SRADA,17.6
1983,EN,June,PRCP,1779.6
1984,NE,June,TMAXA,30.6
1984,NE,June,TMINA,18.2
1984,NE,June,SRADA,18.7
1984,NE,June,PRCP,1401.2
1985,LA,June,TMAXA,30.2
1985,LA,June,TMINA,18.1
1985,LA,June,SRADA,18.8
1985,LA,June,PRCP,1386.8
1986,NE,June,TMAXA,31.2
1986,NE,June,TMINA,18.9
1986,NE,June,SRADA,19.5
1986,NE,June,PRCP,995.5
1987,EN,June,TMAXA,30.4
1987,EN,June,TMINA,19
1987,EN,June,SRADA,18.2
1987,EN,June,PRCP,1338.4
1988,EN,June,TMAXA,30.8
1988,EN,June,TMINA,19.1
1988,EN,June,SRADA,18.1
1988,EN,June,PRCP,1443.3
1989,LA,June,TMAXA,30.6
1989,LA,June,TMINA,18.7
1989,LA,June,SRADA,18.2
1989,LA,June,PRCP,1167.1
1990,NE,June,TMAXA,29.9
1990,NE,June,TMINA,18.6
1990,NE,June,SRADA,18.8
1990,NE,June,PRCP,1192.8
1991,NE,June,TMAXA,30.1
1991,NE,June,TMINA,18.5
1991,NE,June,SRADA,18.5
1991,NE,June,PRCP,1345.7
1992,EN,June,TMAXA,30.7
1992,EN,June,TMINA,19.2
1992,EN,June,SRADA,17.7
1992,EN,June,PRCP,1014.3
1993,NE,June,TMAXA,30.2
1993,NE,June,TMINA,19.2
1993,NE,June,SRADA,18
1993,NE,June,PRCP,1306.6
1994,NE,June,TMAXA,31
1994,NE,June,TMINA,19.6
1994,NE,June,SRADA,18.4
1994,NE,June,PRCP,1326
1995,EN,June,TMAXA,31.5
1995,EN,June,TMINA,19.6
1995,EN,June,SRADA,19
1995,EN,June,PRCP,1283
1996,LA,June,TMAXA,31.3
1996,LA,June,TMINA,20
1996,LA,June,SRADA,18.8
1996,LA,June,PRCP,1142
1997,NE,June,TMAXA,30.2
1997,NE,June,TMINA,19.3
1997,NE,June,SRADA,18.3
1997,NE,June,PRCP,1614.1
1998,EN,June,TMAXA,31.7
1998,EN,June,TMINA,20.3
1998,EN,June,SRADA,18.7
1998,EN,June,PRCP,1379.1
1999,LA,June,TMAXA,31.3
1999,LA,June,TMINA,20.1
1999,LA,June,SRADA,18.7
1999,LA,June,PRCP,1268.1
2000,LA,June,TMAXA,31.6
2000,LA,June,TMINA,19.4
2000,LA,June,SRADA,19
2000,LA,June,PRCP,1344.5
2001,LA,June,TMAXA,31.2
2001,LA,June,TMINA,17.6
2001,LA,June,SRADA,18.9
2001,LA,June,PRCP,1212
2002,NE,June,TMAXA,31.3
2002,NE,June,TMINA,19.3
2002,NE,June,SRADA,19.2
2002,NE,June,PRCP,1402.8
2003,EN,June,TMAXA,31.5
2003,EN,June,TMINA,19.6
2003,EN,June,SRADA,18.4
2003,EN,June,PRCP,1440
2004,NE,June,TMAXA,31
2004,NE,June,TMINA,19
2004,NE,June,SRADA,18.7
2004,NE,June,PRCP,1173.2
2005,EN,June,TMAXA,31.3
2005,EN,June,TMINA,19.2
2005,EN,June,SRADA,19.1
2005,EN,June,PRCP,1374.5
2006,NE,June,TMAXA,30.5
2006,NE,June,TMINA,18.9
2006,NE,June,SRADA,18.2
2006,NE,June,PRCP,1773.9
2007,NE,June,TMAXA,31.2
2007,NE,June,TMINA,18.8
2007,NE,June,SRADA,18.7
2007,NE,June,PRCP,1853.8
2008,LA,June,TMAXA,30.9
2008,LA,June,TMINA,18.9
2008,LA,June,SRADA,18.2
2008,LA,June,PRCP,1438.6
2009,NE,June,TMAXA,31.2
2009,NE,June,TMINA,19
2009,NE,June,SRADA,19
2009,NE,June,PRCP,1201
2010,EN,June,TMAXA,30.7
2010,EN,June,TMINA,19.2
2010,EN,June,SRADA,17.8
2010,EN,June,PRCP,1852.3
2011,LA,June,TMAXA,31.1
2011,LA,June,TMINA,18.9
2011,LA,June,SRADA,18.6
2011,LA,June,PRCP,1702.2
2012,LA,June,TMAXA,31.4
2012,LA,June,TMINA,18.8
2012,LA,June,SRADA,19.3
2012,LA,June,PRCP,830.3
2013,NE,June,TMAXA,31.4
2013,NE,June,TMINA,19.3
2013,NE,June,SRADA,19
2013,NE,June,PRCP,1344.8
2014,NE,June,TMAXA,31.4
2014,NE,June,TMINA,18.9
2014,NE,June,SRADA,19.1
2014,NE,June,PRCP,1079.3
2015,EN,June,TMAXA,31.5
2015,EN,June,TMINA,19.2
2015,EN,June,SRADA,18.7
2015,EN,June,PRCP,1554
2016,EN,June,TMAXA,31.7
2016,EN,June,TMINA,19.2
2016,EN,June,SRADA,18.1
2016,EN,June,PRCP,1314.2
2017,NE,June,TMAXA,31.1
2017,NE,June,TMINA,18.6
2017,NE,June,SRADA,18.8
2017,NE,June,PRCP,1249
2018,LA,June,TMAXA,31.5
2018,LA,June,TMINA,18.8
2018,LA,June,SRADA,18.9
2018,LA,June,PRCP,1146.4
2019,EN,June,TMAXA,31.8
2019,EN,June,TMINA,19.5
2019,EN,June,SRADA,18.9
2019,EN,June,PRCP,1251.1
1963,NE,June,TMAXA,31.3
1963,NE,June,TMINA,17.3
1963,NE,June,SRADA,19.2
1963,NE,June,PRCP,1142.4
1964,EN,June,TMAXA,32.4
1964,EN,June,TMINA,18.3
1964,EN,June,SRADA,18.3
1964,EN,June,PRCP,848.4
1965,LA,June,TMAXA,30.5
1965,LA,June,TMINA,17.9
1965,LA,June,SRADA,18.3
