YEAR,harv.month,classification,TCH_t_ha,Sugar_Yield_kg_tc,TSH_t_ha
1976,Entire Season,LA,136.093,124.57565782222451,16.953875
1977,Entire Season,EN,131.079,112.40931041585608,14.7345
1978,Entire Season,N,145.969125,121.09923930831266,17.676750000000002
1979,Entire Season,N,134.085,130.5813476526084,17.509
1980,Entire Season,N,133.95225,115.22949409211118,15.43525
1981,Entire Season,N,141.408375,123.91769582247161,17.523
1982,Entire Season,N,133.481375,128.1470916822665,17.105249999999998
1983,Entire Season,EN,132.91825,123.34085048516664,16.39425
1984,Entire Season,LA,139.746875,118.62608734542366,16.577625
1985,Entire Season,LA,139.095,122.19616089722851,16.996875
1986,Entire Season,N,124.29625,112.38874865492724,13.9695
1987,Entire Season,EN,135.55975,120.90332860602058,16.389625
1988,Entire Season,EN,135.121875,119.88436365318347,16.198999999999998
1989,Entire Season,LA,128.7075,117.74857720024085,15.155125
1990,Entire Season,N,133.57487500000002,111.91943844229687,14.949625
1991,Entire Season,N,133.47725,122.88517331605199,16.402375
1992,Entire Season,EN,132.61875,123.58923606201988,16.39025
1993,Entire Season,N,136.2985,119.82707073078576,16.332250000000002
1994,Entire Season,N,137.619625,125.87230927275088,17.3225
1995,Entire Season,EN,138.426125,121.47183199703089,16.814875
1996,Entire Season,LA,144.37425,117.76597973669128,17.002375
1997,Entire Season,N,135.932125,124.72677080565023,16.954375
1998,Entire Season,EN,135.979375,106.66966957305105,14.504875
1999,Entire Season,LA,141.302875,114.48546252155167,16.177125
2000,Entire Season,LA,129.07525,119.10203544056664,15.373125
2001,Entire Season,LA,139.22875,113.59992099332932,15.816374999999999
2002,Entire Season,N,144.208375,110.99303351833763,16.006125
2003,Entire Season,EN,145.54137500000002,116.88944123277658,17.01225
2004,Entire Season,N,142.500875,121.77118210677654,17.3525
2005,Entire Season,EN,139.315125,113.93863372695535,15.873375
2006,Entire Season,N,142.419,117.20785148049066,16.692625
2007,Entire Season,N,134.577,111.27087095120264,14.974499999999999
2008,Entire Season,LA,143.738,126.77493077683006,18.222375
2009,Entire Season,LA,143.447875,121.7768126575594,17.468625
2010,Entire Season,EN,128.633625,115.07780333485898,14.802875
2011,Entire Season,LA,132.469875,115.7272549702338,15.330375
2012,Entire Season,LA,142.927375,121.1664315530877,17.318
2013,Entire Season,N,134.907875,118.03981050031365,15.9245
2014,Entire Season,N,136.91425,115.02089811688703,15.748
2015,Entire Season,N,141.394,121.68125945938303,17.205000000000002
2016,Entire Season,EN,139.03175,107.13919662235426,14.89575
2017,Entire Season,N,139.2405,115.0841529583706,16.024375
2018,Entire Season,N,140.49025,117.48235197816219,16.505125
2019,Entire Season,EN,142.956625,113.24676278556518,16.189375
1963,Entire Season,N,123.788625,125.85566727152839,15.5795
