HYEAR,classification,harv.month,Variable,Value
1979,NE,June,TMINA,17.5
1979,NE,June,SRADA,18.6
1979,NE,June,PRCP,1015.1
1980,NE,June,TMAXA,28.7
1980,NE,June,TMINA,18.5
1980,NE,June,SRADA,17.5
1980,NE,June,PRCP,1520.7
1981,NE,June,TMAXA,29.2
1981,NE,June,TMINA,18.5
1981,NE,June,SRADA,18.1
1981,NE,June,PRCP,1143.4
1982,NE,June,TMAXA,28.7
1982,NE,June,TMINA,18
1982,NE,June,SRADA,17.7
1982,NE,June,PRCP,1082.4
1983,EN,June,TMAXA,28.6
1983,EN,June,TMINA,18.9
1983,EN,June,SRADA,17
1983,EN,June,PRCP,1778.1
1984,NE,June,TMAXA,29.4
1984,NE,June,TMINA,18.8
1984,NE,June,SRADA,18.2
1984,NE,June,PRCP,1150.2
1985,LA,June,TMAXA,29.4
1985,LA,June,TMINA,18.1
1985,LA,June,SRADA,18.6
1985,LA,June,PRCP,1224
1986,NE,June,TMAXA,30.5
1986,NE,June,TMINA,18.6
1986,NE,June,SRADA,19.2
1986,NE,June,PRCP,821.3
1987,EN,June,TMAXA,28.2
1987,EN,June,TMINA,18.9
1987,EN,June,SRADA,18
1987,EN,June,PRCP,1245.2
1988,EN,June,TMAXA,28.5
1988,EN,June,TMINA,18.7
1988,EN,June,SRADA,18
1988,EN,June,PRCP,1521.6
1989,LA,June,TMAXA,28.8
1989,LA,June,TMINA,18.5
1989,LA,June,SRADA,18.4
1989,LA,June,PRCP,1177.1
1990,NE,June,TMAXA,28.6
1990,NE,June,TMINA,18.3
1990,NE,June,SRADA,18.8
1990,NE,June,PRCP,1471.5
1991,NE,June,TMAXA,28.7
1991,NE,June,TMINA,18.4
1991,NE,June,SRADA,18.6
1991,NE,June,PRCP,1272.8
1992,EN,June,TMAXA,29.4
1992,EN,June,TMINA,19
1992,EN,June,SRADA,18.1
1992,EN,June,PRCP,1314.5
1993,NE,June,TMAXA,28.6
1993,NE,June,TMINA,18.5
1993,NE,June,SRADA,18.1
1993,NE,June,PRCP,1396.4
1994,NE,June,TMAXA,29.3
1994,NE,June,TMINA,18.7
1994,NE,June,SRADA,17.6
1994,NE,June,PRCP,1127.3
1995,EN,June,TMAXA,30
1995,EN,June,TMINA,19
1995,EN,June,SRADA,18.2
1995,EN,June,PRCP,1147
1996,LA,June,TMAXA,29.7
1996,LA,June,TMINA,19.4
1996,LA,June,SRADA,18.4
1996,LA,June,PRCP,1356.3
1997,NE,June,TMAXA,28.8
1997,NE,June,TMINA,18.5
1997,NE,June,SRADA,18.2
1997,NE,June,PRCP,1562.1
1998,EN,June,TMAXA,29.7
1998,EN,June,TMINA,19.5
1998,EN,June,SRADA,17.7
1998,EN,June,PRCP,1337
1999,LA,June,TMAXA,29.2
1999,LA,June,TMINA,18.6
1999,LA,June,SRADA,18.1
1999,LA,June,PRCP,1455.4
2000,LA,June,TMAXA,30
2000,LA,June,TMINA,18.6
2000,LA,June,SRADA,18.7
2000,LA,June,PRCP,1057.9
2001,LA,June,TMAXA,29.6
2001,LA,June,TMINA,19.1
2001,LA,June,SRADA,18.5
2001,LA,June,PRCP,1318.2
2002,NE,June,TMAXA,30.4
2002,NE,June,TMINA,19.7
2002,NE,June,SRADA,18.9
2002,NE,June,PRCP,1136.6
2003,EN,June,TMAXA,30.2
2003,EN,June,TMINA,19.6
2003,EN,June,SRADA,18
2003,EN,June,PRCP,1588.4
2004,NE,June,TMAXA,29.3
2004,NE,June,TMINA,18.5
2004,NE,June,SRADA,18.6
2004,NE,June,PRCP,1198.5
2005,EN,June,TMAXA,30
2005,EN,June,TMINA,19.4
2005,EN,June,SRADA,18.4
2005,EN,June,PRCP,1118.5
2006,NE,June,TMAXA,29.1
2006,NE,June,TMINA,18.8
2006,NE,June,SRADA,17.4
2006,NE,June,PRCP,1138.4
2007,NE,June,TMAXA,30.2
2007,NE,June,TMINA,19.4
2007,NE,June,SRADA,18
2007,NE,June,PRCP,197.1
2008,LA,June,TMAXA,29.8
2008,LA,June,TMINA,18.9
2008,LA,June,SRADA,17.8
2008,LA,June,PRCP,1085.1
2009,NE,June,TMAXA,30
2009,NE,June,TMINA,18.8
2009,NE,June,SRADA,18.3
2009,NE,June,PRCP,1048
2010,EN,June,TMAXA,29
2010,EN,June,TMINA,19.1
2010,EN,June,SRADA,16.6
2010,EN,June,PRCP,467.2
2011,LA,June,TMAXA,29.5
2011,LA,June,TMINA,18.4
2011,LA,June,SRADA,17.1
2011,LA,June,PRCP,1321
2012,LA,June,TMAXA,29.9
2012,LA,June,TMINA,18.6
2012,LA,June,SRADA,18.2
2012,LA,June,PRCP,1248
2013,NE,June,TMAXA,30.1
2013,NE,June,TMINA,19.2
2013,NE,June,SRADA,17.1
2013,NE,June,PRCP,1578.2
2014,NE,June,TMAXA,29.8
2014,NE,June,TMINA,18.8
2014,NE,June,SRADA,17.2
2014,NE,June,PRCP,1112.2
2015,EN,June,TMAXA,30.3
2015,EN,June,TMINA,19.2
2015,EN,June,SRADA,17.3
2015,EN,June,PRCP,1483.2
2016,EN,June,TMAXA,29.9
2016,EN,June,TMINA,19.3
2016,EN,June,SRADA,16.2
2016,EN,June,PRCP,1970.7
2017,NE,June,TMAXA,30
2017,NE,June,TMINA,18.5
2017,NE,June,SRADA,17.3
2017,NE,June,PRCP,1208.6
2018,LA,June,TMAXA,30.2
2018,LA,June,TMINA,19
2018,LA,June,SRADA,17.2
2018,LA,June,PRCP,1338.8
2019,EN,June,TMAXA,30.7
2019,EN,June,TMINA,19.3
2019,EN,June,SRADA,17.2
2019,EN,June,PRCP,1224.2
1963,NE,June,TMAXA,28.6
1963,NE,June,TMINA,17.2
1963,NE,June,SRADA,18.2
1963,NE,June,PRCP,1562.6
1964,EN,June,TMAXA,29.8
1964,EN,June,TMINA,18.4
1964,EN,June,SRADA,17.3
1964,EN,June,PRCP,1310.9
1965,LA,June,TMAXA,27.9
1965,LA,June,TMINA,16.8
1965,LA,June,SRADA,16.9
1965,LA,June,PRCP,1681.3
1966,EN,June,TMAXA,28.6
1966,EN,June,TMINA,17.7
1966,EN,June,SRADA,17.2
1966,EN,June,PRCP,1715.2
1967,NE,June,TMAXA,28.8
1967,NE,June,TMINA,17.3
1967,NE,June,SRADA,18
1967,NE,June,PRCP,1457.4
1968,NE,June,TMAXA,29.4
1968,NE,June,TMINA,17.3
1968,NE,June,SRADA,18.5
1968,NE,June,PRCP,1056.9
1969,EN,June,TMAXA,29.2
1969,EN,June,TMINA,17.5
1969,EN,June,SRADA,18.2
1969,EN,June,PRCP,1271.1
1970,NE,June,TMAXA,29.5
1970,NE,June,TMINA,17.7
1970,NE,June,SRADA,18.3
1970,NE,June,PRCP,1395.7
1971,LA,June,TMAXA,28.1
1971,LA,June,TMINA,17
1971,LA,June,SRADA,18
1971,LA,June,PRCP,1510.5
1972,LA,June,TMAXA,29
1972,LA,June,TMINA,16.4
1972,LA,June,SRADA,18.2
1972,LA,June,PRCP,1452.6
1973,EN,June,TMAXA,29.4
1973,EN,June,TMINA,16.6
1973,EN,June,SRADA,17.7
1973,EN,June,PRCP,1650.1
1974,LA,June,TMAXA,28.3
1974,LA,June,TMINA,16.8
1974,LA,June,SRADA,17.4
1974,LA,June,PRCP,1379.3
1975,LA,June,TMAXA,28.9
1975,LA,June,TMINA,16.9
1975,LA,June,SRADA,18.2
1975,LA,June,PRCP,1197.1
1976,LA,June,TMAXA,28.7
1976,LA,June,TMINA,16.6
1976,LA,June,SRADA,17.8
1976,LA,June,PRCP,1469.4
1977,NE,June,TMAXA,28.2
1977,NE,June,TMINA,17.2
1977,NE,June,SRADA,18.2
1977,NE,June,PRCP,1562.9
1978,NE,June,TMAXA,29.6
1978,NE,June,TMINA,17.6
1978,NE,June,SRADA,18.4
1978,NE,June,PRCP,1139.8
1979,NE,June,TMAXA,29.2
1979,NE,June,TMINA,17.5
1979,NE,June,SRADA,18.3
1979,NE,June,PRCP,1153.8
1980,NE,June,TMAXA,29.2
1980,NE,June,TMINA,17.5
1980,NE,June,SRADA,17.8
1980,NE,June,PRCP,1644.2
1981,NE,June,TMAXA,29.4
1981,NE,June,TMINA,17.3
1981,NE,June,SRADA,17.7
1981,NE,June,PRCP,1266.1
1982,NE,June,TMAXA,29
1982,NE,June,TMINA,17.3
1982,NE,June,SRADA,17.2
1982,NE,June,PRCP,1567.2
1983,EN,June,TMAXA,28.4
1983,EN,June,TMINA,17.9
1983,EN,June,SRADA,16.5
1983,EN,June,PRCP,2020.5
1984,NE,June,TMAXA,28.8
1984,NE,June,TMINA,17.4
1984,NE,June,SRADA,17.4
1984,NE,June,PRCP,1357.7
1985,LA,June,TMAXA,29.3
1985,LA,June,TMINA,17.6
1985,LA,June,SRADA,18
1985,LA,June,PRCP,1335.5
1986,NE,June,TMAXA,29.7
1986,NE,June,TMINA,17.9
1986,NE,June,SRADA,18
1986,NE,June,PRCP,1047.8
1987,EN,June,TMAXA,27.6
1987,EN,June,TMINA,17.4
1987,EN,June,SRADA,17.3
1987,EN,June,PRCP,1421.4
1988,EN,June,TMAXA,28.3
1988,EN,June,TMINA,17.8
1988,EN,June,SRADA,17.2
1988,EN,June,PRCP,1474.6
1989,LA,June,TMAXA,28.7
1989,LA,June,TMINA,17.4
1989,LA,June,SRADA,17.8
1989,LA,June,PRCP,1217.5
1990,NE,June,TMAXA,28.1
1990,NE,June,TMINA,17.3
1990,NE,June,SRADA,18
1990,NE,June,PRCP,1545
1991,NE,June,TMAXA,28.3
1991,NE,June,TMINA,17.6
1991,NE,June,SRADA,18.1
1991,NE,June,PRCP,1459.9
1992,EN,June,TMAXA,28.7
1992,EN,June,TMINA,18
1992,EN,June,SRADA,17.4
1992,EN,June,PRCP,1622.9
1993,NE,June,TMAXA,28.6
1993,NE,June,TMINA,17.4
1993,NE,June,SRADA,17.6
1993,NE,June,PRCP,1537.3
1994,NE,June,TMAXA,29.4
1994,NE,June,TMINA,17.9
1994,NE,June,SRADA,17.4
1994,NE,June,PRCP,1536.6
1995,EN,June,TMAXA,29.9
1995,EN,June,TMINA,17.6
1995,EN,June,SRADA,18.2
1995,EN,June,PRCP,1297.4
1996,LA,June,TMAXA,29.9
1996,LA,June,TMINA,18.1
1996,LA,June,SRADA,18
1996,LA,June,PRCP,1497.9
1997,NE,June,TMAXA,29.2
1997,NE,June,TMINA,17.6
1997,NE,June,SRADA,17.9
1997,NE,June,PRCP,1701.7
1998,EN,June,TMAXA,30
1998,EN,June,TMINA,18.7
1998,EN,June,SRADA,17.6
1998,EN,June,PRCP,1699.8
1999,LA,June,TMAXA,29.3
1999,LA,June,TMINA,17.8
1999,LA,June,SRADA,18
1999,LA,June,PRCP,1529
2000,LA,June,TMAXA,30.3
2000,LA,June,TMINA,18.2
2000,LA,June,SRADA,18.3
2000,LA,June,PRCP,1068.7
2001,LA,June,TMAXA,29.1
2001,LA,June,TMINA,18.1
2001,LA,June,SRADA,17.8
2001,LA,June,PRCP,1820.9
2002,NE,June,TMAXA,30.4
2002,NE,June,TMINA,19.3
2002,NE,June,SRADA,18.4
2002,NE,June,PRCP,1676.2
2003,EN,June,TMAXA,30.4
2003,EN,June,TMINA,19
2003,EN,June,SRADA,17.5
2003,EN,June,PRCP,1300.4
2004,NE,June,TMAXA,29.7
2004,NE,June,TMINA,18.3
2004,NE,June,SRADA,18.6
2004,NE,June,PRCP,1405.1
2005,EN,June,TMAXA,30.6
2005,EN,June,TMINA,19
2005,EN,June,SRADA,18.1
2005,EN,June,PRCP,1392.1
2006,NE,June,TMAXA,29.3
2006,NE,June,TMINA,18.3
2006,NE,June,SRADA,17.6
2006,NE,June,PRCP,1628.5
2007,NE,June,TMAXA,30
2007,NE,June,TMINA,18.9
2007,NE,June,SRADA,17.8
2007,NE,June,PRCP,1874.6
2008,LA,June,TMAXA,29.6
2008,LA,June,TMINA,17.8
2008,LA,June,SRADA,17.4
2008,LA,June,PRCP,1512.2
2009,NE,June,TMAXA,30.5
2009,NE,June,TMINA,17.6
2009,NE,June,SRADA,18.1
2009,NE,June,PRCP,1327.8
2010,EN,June,TMAXA,29.4
2010,EN,June,TMINA,17.9
2010,EN,June,SRADA,17
2010,EN,June,PRCP,2148.7
2011,LA,June,TMAXA,29.6
2011,LA,June,TMINA,17.2
2011,LA,June,SRADA,17.2
2011,LA,June,PRCP,1464.3
2012,LA,June,TMAXA,30
2012,LA,June,TMINA,17.6
2012,LA,June,SRADA,18.2
2012,LA,June,PRCP,1327.4
2013,NE,June,TMAXA,30.6
2013,NE,June,TMINA,18
2013,NE,June,SRADA,18.2
2013,NE,June,PRCP,1649.7
2014,NE,June,TMAXA,29.6
2014,NE,June,TMINA,17.7
2014,NE,June,SRADA,17.7
2014,NE,June,PRCP,1820.6
2015,EN,June,TMAXA,30.4
2015,EN,June,TMINA,18.5
2015,EN,June,SRADA,17.4
2015,EN,June,PRCP,2059.4
2016,EN,June,TMAXA,29.8
2016,EN,June,TMINA,18.5
2016,EN,June,SRADA,16
2016,EN,June,PRCP,2586
2017,NE,June,TMAXA,29.8
2017,NE,June,TMINA,17.8
2017,NE,June,SRADA,17.6
2017,NE,June,PRCP,1798.3
2018,LA,June,TMAXA,30.3
2018,LA,June,TMINA,18.2
2018,LA,June,SRADA,17.6
2018,LA,June,PRCP,1532.2
2019,EN,June,TMAXA,30.2
2019,EN,June,TMINA,18.4
2019,EN,June,SRADA,17.6
2019,EN,June,PRCP,1926.2
1963,NE,June,TMAXA,28.6
1963,NE,June,TMINA,17.2
1963,NE,June,SRADA,18.2
1963,NE,June,PRCP,1562.6
1964,EN,June,TMAXA,29.8
1964,EN,June,TMINA,18.4
1964,EN,June,SRADA,17.3
1964,EN,June,PRCP,1310.9
1965,LA,June,TMAXA,27.9
1965,LA,June,TMINA,16.8
1965,LA,June,SRADA,16.9
1965,LA,June,PRCP,1681.3
1966,EN,June,TMAXA,28.6
1966,EN,June,TMINA,17.7
1966,EN,June,SRADA,17.2
1966,EN,June,PRCP,1715.2
1967,NE,June,TMAXA,28.8
1967,NE,June,TMINA,17.3
1967,NE,June,SRADA,18
1967,NE,June,PRCP,1457.4
1968,NE,June,TMAXA,29.4
1968,NE,June,TMINA,17.3
1968,NE,June,SRADA,18.5
1968,NE,June,PRCP,1056.9
1969,EN,June,TMAXA,29.2
1969,EN,June,TMINA,17.5
1969,EN,June,SRADA,18.2
1969,EN,June,PRCP,1271.1
1970,NE,June,TMAXA,29.5
1970,NE,June,TMINA,17.7
1970,NE,June,SRADA,18.3
1970,NE,June,PRCP,1395.7
1971,LA,June,TMAXA,28.1
1971,LA,June,TMINA,17
1971,LA,June,SRADA,18
1971,LA,June,PRCP,1510.5
1972,LA,June,TMAXA,29
1972,LA,June,TMINA,16.4
1972,LA,June,SRADA,18.2
1972,LA,June,PRCP,1452.6
1973,EN,June,TMAXA,29.4
1973,EN,June,TMINA,16.6
1973,EN,June,SRADA,17.7
1973,EN,June,PRCP,1650.1
1974,LA,June,TMAXA,28.3
1974,LA,June,TMINA,16.8
1974,LA,June,SRADA,17.4
1974,LA,June,PRCP,1379.3
1975,LA,June,TMAXA,28.9
1975,LA,June,TMINA,16.9
1975,LA,June,SRADA,18.2
1975,LA,June,PRCP,1197.1
1976,LA,June,TMAXA,28.7
1976,LA,June,TMINA,16.6
1976,LA,June,SRADA,17.8
1976,LA,June,PRCP,1469.4
1977,NE,June,TMAXA,28.2
1977,NE,June,TMINA,17.2
1977,NE,June,SRADA,18.2
1977,NE,June,PRCP,1562.9
1978,NE,June,TMAXA,29.6
1978,NE,June,TMINA,17.6
1978,NE,June,SRADA,18.4
1978,NE,June,PRCP,1139.8
1979,NE,June,TMAXA,29.2
1979,NE,June,TMINA,17.5
1979,NE,June,SRADA,18.3
1979,NE,June,PRCP,1153.8
1980,NE,June,TMAXA,29.2
1980,NE,June,TMINA,17.5
1980,NE,June,SRADA,17.8
1980,NE,June,PRCP,1644.2
1981,NE,June,TMAXA,29.4
1981,NE,June,TMINA,17.3
1981,NE,June,SRADA,17.7
1981,NE,June,PRCP,1266.1
1982,NE,June,TMAXA,29
1982,NE,June,TMINA,17.3
1982,NE,June,SRADA,17.2
1982,NE,June,PRCP,1567.2
1983,EN,June,TMAXA,28.4
1983,EN,June,TMINA,17.9
1983,EN,June,SRADA,16.5
1983,EN,June,PRCP,2020.5
1984,NE,June,TMAXA,28.8
1984,NE,June,TMINA,17.4
1984,NE,June,SRADA,17.4
1984,NE,June,PRCP,1357.7
1985,LA,June,TMAXA,29.3
1985,LA,June,TMINA,17.6
1985,LA,June,SRADA,18
1985,LA,June,PRCP,1335.5
1986,NE,June,TMAXA,29.7
1986,NE,June,TMINA,17.9
1986,NE,June,SRADA,18
1986,NE,June,PRCP,1047.8
1987,EN,June,TMAXA,27.6
1987,EN,June,TMINA,17.4
1987,EN,June,SRADA,17.3
1987,EN,June,PRCP,1421.4
1988,EN,June,TMAXA,28.3
1988,EN,June,TMINA,17.8
1988,EN,June,SRADA,17.2
1988,EN,June,PRCP,1474.6
1989,LA,June,TMAXA,28.7
1989,LA,June,TMINA,17.4
1989,LA,June,SRADA,17.8
1989,LA,June,PRCP,1217.5
1990,NE,June,TMAXA,28.1
1990,NE,June,TMINA,17.3
1990,NE,June,SRADA,18
1990,NE,June,PRCP,1545
1991,NE,June,TMAXA,28.3
1991,NE,June,TMINA,17.6
1991,NE,June,SRADA,18.1
1991,NE,June,PRCP,1459.9
1992,EN,June,TMAXA,28.7
1992,EN,June,TMINA,18
1992,EN,June,SRADA,17.4
1992,EN,June,PRCP,1622.9
1993,NE,June,TMAXA,28.6
1993,NE,June,TMINA,17.4
1993,NE,June,SRADA,17.6
1993,NE,June,PRCP,1537.3
1994,NE,June,TMAXA,29.4
1994,NE,June,TMINA,17.9
1994,NE,June,SRADA,17.4
1994,NE,June,PRCP,1536.6
1995,EN,June,TMAXA,29.9
1995,EN,June,TMINA,17.6
1995,EN,June,SRADA,18.2
1995,EN,June,PRCP,1297.4
1996,LA,June,TMAXA,29.9
1996,LA,June,TMINA,18.1
1996,LA,June,SRADA,18
1996,LA,June,PRCP,1497.9
1997,NE,June,TMAXA,29.2
1997,NE,June,TMINA,17.6
1997,NE,June,SRADA,17.9
1997,NE,June,PRCP,1701.7
1998,EN,June,TMAXA,30
1998,EN,June,TMINA,18.7
1998,EN,June,SRADA,17.6
1998,EN,June,PRCP,1699.8
1999,LA,June,TMAXA,29.3
1999,LA,June,TMINA,17.8
1999,LA,June,SRADA,18
1999,LA,June,PRCP,1529
2000,LA,June,TMAXA,30.3
2000,LA,June,TMINA,18.2
2000,LA,June,SRADA,18.3
2000,LA,June,PRCP,1068.7
2001,LA,June,TMAXA,29.1
2001,LA,June,TMINA,18.1
2001,LA,June,SRADA,17.8
2001,LA,June,PRCP,1820.9
2002,NE,June,TMAXA,30.4
2002,NE,June,TMINA,19.3
2002,NE,June,SRADA,18.4
2002,NE,June,PRCP,1676.2
2003,EN,June,TMAXA,30.4
2003,EN,June,TMINA,19
2003,EN,June,SRADA,17.5
2003,EN,June,PRCP,1300.4
2004,NE,June,TMAXA,29.7
2004,NE,June,TMINA,18.3
2004,NE,June,SRADA,18.6
2004,NE,June,PRCP,1405.1
2005,EN,June,TMAXA,30.6
2005,EN,June,TMINA,19
2005,EN,June,SRADA,18.1
2005,EN,June,PRCP,1392.1
2006,NE,June,TMAXA,29.3
2006,NE,June,TMINA,18.3
2006,NE,June,SRADA,17.6
2006,NE,June,PRCP,1628.5
2007,NE,June,TMAXA,30
2007,NE,June,TMINA,18.9
2007,NE,June,SRADA,17.8
2007,NE,June,PRCP,1874.6
2008,LA,June,TMAXA,29.6
2008,LA,June,TMINA,17.8
2008,LA,June,SRADA,17.4
2008,LA,June,PRCP,1512.2
2009,NE,June,TMAXA,30.5
2009,NE,June,TMINA,17.6
2009,NE,June,SRADA,18.1
2009,NE,June,PRCP,1327.8
2010,EN,June,TMAXA,29.4
2010,EN,June,TMINA,17.9
2010,EN,June,SRADA,17
2010,EN,June,PRCP,2148.7
2011,LA,June,TMAXA,29.6
2011,LA,June,TMINA,17.2
2011,LA,June,SRADA,17.2
2011,LA,June,PRCP,1464.3
2012,LA,June,TMAXA,30
2012,LA,June,TMINA,17.6
2012,LA,June,SRADA,18.2
2012,LA,June,PRCP,1327.4
2013,NE,June,TMAXA,30.6
2013,NE,June,TMINA,18
2013,NE,June,SRADA,18.2
2013,NE,June,PRCP,1649.7
2014,NE,June,TMAXA,29.6
2014,NE,June,TMINA,17.7
2014,NE,June,SRADA,17.7
2014,NE,June,PRCP,1820.6
2015,EN,June,TMAXA,30.4
2015,EN,June,TMINA,18.5
2015,EN,June,SRADA,17.4
2015,EN,June,PRCP,2059.4
2016,EN,June,TMAXA,29.8
2016,EN,June,TMINA,18.5
2016,EN,June,SRADA,16
2016,EN,June,PRCP,2586
2017,NE,June,TMAXA,29.8
2017,NE,June,TMINA,17.8
2017,NE,June,SRADA,17.6
2017,NE,June,PRCP,1798.3
2018,LA,June,TMAXA,30.3
2018,LA,June,TMINA,18.2
2018,LA,June,SRADA,17.6
2018,LA,June,PRCP,1532.2
2019,EN,June,TMAXA,30.2
2019,EN,June,TMINA,18.4
2019,EN,June,SRADA,17.6
2019,EN,June,PRCP,1926.2
1963,NE,June,TMAXA,28.1
1963,NE,June,TMINA,14.9
1963,NE,June,SRADA,18.3
1963,NE,June,PRCP,1525.6
1964,EN,June,TMAXA,29
1964,EN,June,TMINA,15.8
1964,EN,June,SRADA,17.8
1964,EN,June,PRCP,1497.5
1965,LA,June,TMAXA,26.9
1965,LA,June,TMINA,14.8
1965,LA,June,SRADA,17.5
1965,LA,June,PRCP,1776.1
1966,EN,June,TMAXA,28
1966,EN,June,TMINA,15.9
1966,EN,June,SRADA,18
1966,EN,June,PRCP,1547.2
1967,NE,June,TMAXA,28
1967,NE,June,TMINA,15.5
1967,NE,June,SRADA,18.3
1967,NE,June,PRCP,1251.8
1968,NE,June,TMAXA,28
1968,NE,June,TMINA,15.2
1968,NE,June,SRADA,18.4
1968,NE,June,PRCP,1302.2
1969,EN,June,TMAXA,28.4
1969,EN,June,TMINA,16
1969,EN,June,SRADA,18.9
1969,EN,June,PRCP,1235.6
1970,NE,June,TMAXA,28.2
1970,NE,June,TMINA,16.2
1970,NE,June,SRADA,18.2
1970,NE,June,PRCP,1474.9
1971,LA,June,TMAXA,27.9
1971,LA,June,TMINA,15.4
1971,LA,June,SRADA,18.5
1971,LA,June,PRCP,1500.3
1972,LA,June,TMAXA,28.1
1972,LA,June,TMINA,15.5
1972,LA,June,SRADA,18
1972,LA,June,PRCP,1708.1
1973,EN,June,TMAXA,28.2
1973,EN,June,TMINA,16.7
1973,EN,June,SRADA,17.8
1973,EN,June,PRCP,2224.1
1974,LA,June,TMAXA,26.5
1974,LA,June,TMINA,16
1974,LA,June,SRADA,17.3
1974,LA,June,PRCP,1874.8
1975,LA,June,TMAXA,27.4
1975,LA,June,TMINA,15.8
1975,LA,June,SRADA,18.1
1975,LA,June,PRCP,1667.1
1976,LA,June,TMAXA,27.8
1976,LA,June,TMINA,15.8
1976,LA,June,SRADA,17.5
1976,LA,June,PRCP,2083.6
1977,NE,June,TMAXA,27.9
1977,NE,June,TMINA,15.8
1977,NE,June,SRADA,17.8
1977,NE,June,PRCP,1917.6
1978,NE,June,TMAXA,28.4
1978,NE,June,TMINA,16.4
1978,NE,June,SRADA,18.2
1978,NE,June,PRCP,1352.8
1979,NE,June,TMAXA,27.8
1979,NE,June,TMINA,15.9
1979,NE,June,SRADA,18.3
1979,NE,June,PRCP,1406.8
1980,NE,June,TMAXA,27.4
1980,NE,June,TMINA,16.6
1980,NE,June,SRADA,17.5
1980,NE,June,PRCP,2033.8
1981,NE,June,TMAXA,27.7
1981,NE,June,TMINA,16.5
1981,NE,June,SRADA,17.8
1981,NE,June,PRCP,1607.9
1982,NE,June,TMAXA,27.3
1982,NE,June,TMINA,15.9
1982,NE,June,SRADA,17.6
1982,NE,June,PRCP,1674.5
1983,EN,June,TMAXA,27
1983,EN,June,TMINA,17.1
1983,EN,June,SRADA,16.7
1983,EN,June,PRCP,2250.4
1984,NE,June,TMAXA,27.9
1984,NE,June,TMINA,17
1984,NE,June,SRADA,17.7
1984,NE,June,PRCP,1421.9
1985,LA,June,TMAXA,27.7
1985,LA,June,TMINA,16.1
1985,LA,June,SRADA,17.9
1985,LA,June,PRCP,1371.7
1986,NE,June,TMAXA,28.9
1986,NE,June,TMINA,16.3
1986,NE,June,SRADA,18.3
1986,NE,June,PRCP,1050.9
1987,EN,June,TMAXA,27.3
1987,EN,June,TMINA,16.7
1987,EN,June,SRADA,17.6
1987,EN,June,PRCP,1585.5
1988,EN,June,TMAXA,27.6
1988,EN,June,TMINA,16.9
1988,EN,June,SRADA,17.6
1988,EN,June,PRCP,1518.3
1989,LA,June,TMAXA,27.9
1989,LA,June,TMINA,16.6
1989,LA,June,SRADA,18.3
1989,LA,June,PRCP,1336
1990,NE,June,TMAXA,27.3
1990,NE,June,TMINA,16.3
1990,NE,June,SRADA,18.4
1990,NE,June,PRCP,1935.9
1991,NE,June,TMAXA,27.3
1991,NE,June,TMINA,16.5
1991,NE,June,SRADA,18.2
1991,NE,June,PRCP,1469.5
1992,EN,June,TMAXA,27.8
1992,EN,June,TMINA,17
1992,EN,June,SRADA,17.8
1992,EN,June,PRCP,1996.3
1993,NE,June,TMAXA,27.2
1993,NE,June,TMINA,16.6
1993,NE,June,SRADA,17.6
1993,NE,June,PRCP,1884.3
1994,NE,June,TMAXA,27.8
1994,NE,June,TMINA,17
1994,NE,June,SRADA,17.2
1994,NE,June,PRCP,1464.2
1995,EN,June,TMAXA,28.4
1995,EN,June,TMINA,17
1995,EN,June,SRADA,17.2
1995,EN,June,PRCP,1444.9
1996,LA,June,TMAXA,28.2
1996,LA,June,TMINA,17.3
1996,LA,June,SRADA,17.4
1996,LA,June,PRCP,1532.8
1997,NE,June,TMAXA,27.4
1997,NE,June,TMINA,16.7
1997,NE,June,SRADA,17.2
1997,NE,June,PRCP,1979.3
1998,EN,June,TMAXA,28.2
1998,EN,June,TMINA,17.6
1998,EN,June,SRADA,16.9
1998,EN,June,PRCP,1795.4
1999,LA,June,TMAXA,27.6
1999,LA,June,TMINA,16.9
1999,LA,June,SRADA,17.5
1999,LA,June,PRCP,1794.3
2000,LA,June,TMAXA,28.5
2000,LA,June,TMINA,16.2
2000,LA,June,SRADA,18.2
2000,LA,June,PRCP,1011.8
2001,LA,June,TMAXA,28.7
2001,LA,June,TMINA,16.9
2001,LA,June,SRADA,18.1
2001,LA,June,PRCP,1654.1
2002,NE,June,TMAXA,29.5
2002,NE,June,TMINA,17.7
2002,NE,June,SRADA,18.5
2002,NE,June,PRCP,1187.9
2003,EN,June,TMAXA,29.2
2003,EN,June,TMINA,17.7
2003,EN,June,SRADA,17.7
2003,EN,June,PRCP,1352.1
2004,NE,June,TMAXA,28.4
2004,NE,June,TMINA,16.4
2004,NE,June,SRADA,18.4
2004,NE,June,PRCP,1347.8
2005,EN,June,TMAXA,29
2005,EN,June,TMINA,17.4
2005,EN,June,SRADA,18
2005,EN,June,PRCP,1364.9
2006,NE,June,TMAXA,28.4
2006,NE,June,TMINA,17
2006,NE,June,SRADA,17.5
2006,NE,June,PRCP,1419.5
2007,NE,June,TMAXA,29.1
2007,NE,June,TMINA,17.3
2007,NE,June,SRADA,18.1
2007,NE,June,PRCP,1635.3
2008,LA,June,TMAXA,28.7
2008,LA,June,TMINA,16.7
2008,LA,June,SRADA,18.2
2008,LA,June,PRCP,1621.5
2009,NE,June,TMAXA,28.8
2009,NE,June,TMINA,16.5
2009,NE,June,SRADA,18.6
2009,NE,June,PRCP,1520.4
2010,EN,June,TMAXA,28
