YEAR,harv.month,classification,TCH_t_ha,Sugar_Yield_kg_tc,TSH_t_ha
1967,Entire Season,N,114.83525,136.63378622853173,15.690375
1968,Entire Season,N,105.506375,130.3155851956813,13.749125
1969,Entire Season,EN,111.78925,123.5438559611054,13.810875
1970,Entire Season,N,113.896125,130.59597067064396,14.874375
1971,Entire Season,LA,119.07025,132.52365725275624,15.779625
1972,Entire Season,EN,125.195625,134.59036607708936,16.850125
1973,Entire Season,EN,120.52825,135.04614063507933,16.276875
1974,Entire Season,LA,119.39375,138.58346856514683,16.546
1975,Entire Season,LA,110.33225,132.34910916799032,14.602375
1976,Entire Season,LA,130.80725,133.63078116847498,17.479875
1977,Entire Season,EN,119.474375,128.1833447548899,15.314625
1978,Entire Season,N,124.285625,136.21345992346258,16.929375
1979,Entire Season,N,115.8575,129.8448525127851,15.0435
1980,Entire Season,N,117.763125,133.09132209254807,15.67325
1981,Entire Season,N,114.957875,136.42823512525783,15.6835
1982,Entire Season,N,124.062625,134.260821903454,16.65675
1983,Entire Season,EN,129.104125,131.46946311746427,16.97325
1984,Entire Season,N,121.214375,132.5729724712931,16.06975
1985,Entire Season,LA,116.6315,135.9967075789988,15.8615
1986,Entire Season,N,127.49199999999999,133.72015499011704,17.04825
1987,Entire Season,EN,121.1735,129.2970410196949,15.667375
1988,Entire Season,N,112.4035,135.97552567313295,15.284125
1989,Entire Season,LA,118.824875,134.3721169494182,15.96675
1990,Entire Season,N,127.508,130.42318913323086,16.63
1991,Entire Season,N,116.3075,135.09446940223114,15.7125
1992,Entire Season,EN,126.791,130.37005781167434,16.52975
1993,Entire Season,N,118.88062500000001,129.58061921360186,15.404625
1994,Entire Season,N,119.1695,129.80670389655072,15.469000000000001
1995,Entire Season,EN,117.733375,129.67754470641822,15.267375
1996,Entire Season,LA,124.931875,130.9063439574568,16.354375
1997,Entire Season,N,126.59475,137.02878673878655,17.347125
1998,Entire Season,EN,125.49312499999999,128.66043458555998,16.146
1999,Entire Season,LA,110.043875,123.46325499715455,13.586375
2000,Entire Season,LA,114.9295,125.86629194419187,14.46575
2001,Entire Season,N,122.272,130.79241363517403,15.99225
2002,Entire Season,N,114.24775,118.28460516727901,13.51375
2003,Entire Season,N,127.483375,134.76855315447995,17.18075
2004,Entire Season,N,120.524625,133.97262177749982,16.147
2005,Entire Season,N,123.662,128.55606411023595,15.897499999999999
2006,Entire Season,N,116.27575,134.00365080423046,15.581375000000001
2007,Entire Season,N,118.73125,127.49697320629575,15.137875000000001
2008,Entire Season,LA,120.286875,134.7247985285178,16.205625
2009,Entire Season,LA,126.85075,127.46377140064209,16.168875
2010,Entire Season,EN,113.869125,126.83420549688074,14.4425
2011,Entire Season,LA,118.296375,134.68607977209783,15.932875
2012,Entire Season,LA,127.820375,136.3974640193318,17.434375
2013,Entire Season,N,128.29975,133.63139834645042,17.144875
2014,Entire Season,N,119.28175,128.37881737985902,15.31325
2015,Entire Season,EN,130.15562500000001,130.27385485644587,16.955875
2016,Entire Season,EN,127.053375,130.51011041619319,16.58175
2017,Entire Season,N,116.849,130.44720108858442,15.242625
2018,Entire Season,LA,115.76425,122.94706699175264,14.232875
2019,Entire Season,EN,119.636375,129.09221798136227,15.444125
1963,Entire Season,N,87.69975,126.79340591050716,11.11975
1964,Entire Season,LA,113.078125,127.46386624291834,14.413375
1965,Entire Season,EN,123.998625,126.364304442892,15.669
1966,Entire Season,EN,117.14375,127.8343915061623,14.975
1967,Entire Season,N,109.31075,133.12277154808655,14.55175
1968,Entire Season,N,100.423375,128.01178012589202,12.855375
1969,Entire Season,EN,104.96325,123.58253960314681,12.971625
1970,Entire Season,N,117.524125,128.12901180927747,15.058250000000001
1971,Entire Season,LA,123.851375,127.42692602322744,15.782
1972,Entire Season,EN,131.995875,124.42150180829513,16.423125
1973,Entire Season,LA,118.32975,129.2711680705824,15.296625
1974,Entire Season,LA,112.526125,133.92112276149206,15.069625
1975,Entire Season,LA,108.989125,129.64366857702547,14.12975
1976,Entire Season,LA,137.851125,130.70441028319502,18.01775
1977,Entire Season,EN,117.769,121.03142592702663,14.25375
1978,Entire Season,N,118.4045,129.73324493579213,15.361
1979,Entire Season,N,118.6305,125.80976224495387,14.924875
1980,Entire Season,N,115.56,128.67882485289027,14.870125
1981,Entire Season,N,103.787875,130.95701207872307,13.59175
1982,Entire Season,EN,126.578875,120.7932603287871,15.289875
1983,Entire Season,EN,130.76,125.6643851330682,16.431874999999998
1984,Entire Season,N,118.7985,129.77857464530277,15.4175
1985,Entire Season,LA,109.77325,132.91375631130535,14.590375
1986,Entire Season,N,121.491,133.25369780477567,16.189125
1987,Entire Season,EN,119.634,125.68542387615561,15.03625
1988,Entire Season,LA,106.680375,133.30357153318968,14.220875
1989,Entire Season,LA,116.786375,132.21041410010372,15.440375
1990,Entire Season,N,129.736375,122.6467904625823,15.911750000000001
1991,Entire Season,EN,114.9935,131.20089396357184,15.08725
1992,Entire Season,EN,133.639125,119.9087467835486,16.0245
1993,Entire Season,N,125.4265,120.74402139898665,15.1445
1994,Entire Season,N,108.23475,125.49804937878083,13.58325
1995,Entire Season,EN,114.79075,125.32041998157517,14.385625
1996,Entire Season,N,126.678125,123.23457581962158,15.611125
1997,Entire Season,EN,121.675125,129.13177611282504,15.712125
1998,Entire Season,EN,127.339625,124.32010067565378,15.830874999999999
1999,Entire Season,LA,101.09412499999999,126.36985581506345,12.77525
2000,Entire Season,LA,114.0955,124.94357796757978,14.2555
2001,Entire Season,N,122.33149999999999,123.85914502805902,15.151875
2002,Entire Season,N,106.742125,119.06967375813439,12.70975
2003,Entire Season,N,121.672125,131.35403856881763,15.982125
2004,Entire Season,N,118.162875,129.87370187125185,15.34625
2005,Entire Season,N,114.082625,127.3714993847661,14.530875
2006,Entire Season,N,116.123,129.0355915710066,14.984
2007,Entire Season,LA,107.527625,132.24392336387976,14.219875
2008,Entire Season,LA,117.932125,130.12675723429896,15.346125
2009,Entire Season,LA,135.22425,114.19364500080421,15.44175
2010,Entire Season,EN,106.040875,125.19700540004031,13.276
2011,Entire Season,LA,112.31475,130.45926737138265,14.6525
2012,Entire Season,N,122.555875,129.76836075789922,15.903875
2013,Entire Season,N,128.112,128.25106157112526,16.4305
2014,Entire Season,N,111.67975,124.27499166142475,13.879
2015,Entire Season,EN,125.75875,122.32449034361426,15.383375
2016,Entire Season,EN,115.3715,126.08508167094993,14.546625
2017,Entire Season,N,107.971125,128.96619350775495,13.924624999999999
2018,Entire Season,LA,113.645625,116.76428371087756,13.26975
2019,Entire Season,EN,113.773875,125.55496593572119,14.284875
